Gene	5637	SV-HUC-1	T24	UM-Uc-3
SH3GL2	171.8192847	24	0.5	9.143554848
SH3RF3	504.8843597	71	927.1148365	1214.568869
SPRY1	227.3301305	32	367.959974	150.868655
PBX1	3194.517009	450	7.214901452	76.1962904
PLA2R1	687.2771388	97	461.7536929	12.19140646
TTYH3	12677.61984	1794	8728.227031	868.6377106
CLGN	500.9192992	71	1049.768161	5350.503512
MACROD2	105.7349444	15	187.5874377	108.1987324
PPAP2B	317.2048333	45	485.2021226	2343.797893
MFSD2A	561.7168923	80	160.5315573	67.05273555
ARHGEF6	259.0506139	37	41.48568335	1.523925808
DCLK1	704.4590673	101	16.23352827	7.61962904
MUC4	7476.782258	1078	5.411176089	16.76318389
ABCG1	580.2205076	84	117.2421486	0.5
DNER	214.1132625	31	1929.986138	348.97901
FLRT2	683.3120784	99	55.91548625	699.4819459
L3MBTL3	1765.773572	257	932.5260126	320.0244197
JAG1	14757.95487	2148	2317.787091	1505.638698
CA12	109.7000048	16	165.9427334	11808.90109
FAR2	259.0506139	38	165.9427334	361.1704165
TBX1	88.55301596	13	10.82235218	0.5
GNG11	514.1361673	76	5973.938402	617.1899523
SGK1	2423.973601	359	333.6891921	812.2524557
RHOBTB1	573.6120735	85	212.8395928	88.38769687
HSD17B1	128.2036201	19	147.9054798	48.76562586
TNC	38344.7776	5683	24305.19926	2982.322806
PNPLA6	4767.324307	710	3356.7329	1746.418976
PAPLN	388.5759208	58	88.38254278	376.4096746
WIPF3	489.024118	73	16.23352827	0.5
FKBP7	247.1554326	37	104.616071	641.5727652
ETHE1	820.7675062	123	753.9572017	128.0097679
KIAA1467	716.3542485	108	441.9127139	446.5102618
CACNA1S	6.608434027	1	324.6705653	0.5
GPR132	138.7771146	21	10.82235218	0.5
LRRN4	13.21686805	2	1778.473208	3.047851616
PALMD	13.21686805	2	0.5	13.71533227
SLC2A13	79.30120832	12	66.73783843	114.2944356
TYMP	6.608434027	1	1563.82989	10.66748066
SMO	3909.54957	592	723.2938705	1174.946798
PLEKHG4B	3128.432668	476	3.607450726	65.52880975
SAT1	43881.32363	6708	5854.892528	4178.604566
SOX7	1923.054302	294	1020.908555	67.05273555
TMEM133	97.8048236	15	14.4298029	24.38281293
ATP1B1	8025.282282	1231	1715.34282	915.8794106
LZTS1	277.5542291	43	9.018626814	0.5
GABRE	251.120493	39	0.5	56.3852549
LCP1	9640.383559	1498	463.5574183	19.8110355
HOXA10	351.5686902	55	135.2794022	0.5
C1QTNF1	1278.071141	200	5219.9812	0.5
HOXA9	415.0096569	65	0.5	0.5
BCL3	1297.896443	204	719.6864198	202.6821325
HES7	63.44096666	10	21.64470435	384.0293036
LOC100130744	63.44096666	10	27.05588044	60.95703232
SLC6A15	737.5012374	117	0.5	0.5
GPR176	352.890377	56	1922.771237	725.3886846
CCDC88C	4883.632746	775	1415.92441	1782.993195
MERTK	232.6168778	37	183.979987	557.7568457
BRPF1	10922.41976	1745	1949.827117	554.7089941
UGT8	837.9494346	134	773.7981807	333.739752
CEBPD	1391.736206	223	1271.626381	68.57666136
CAMK4	124.2385597	20	164.139008	54.86132909
SLC45A4	576.2554472	93	75.75646524	284.9741261
HUNK	1915.124181	311	3.607450726	164.5839873
LRIG1	1932.30611	316	1199.477366	1545.260769
CRELD1	1850.361528	304	1233.748148	324.5961971
GDF11	1435.351871	236	1958.845744	1216.092795
VIPR1	229.9735041	38	0.5	10.66748066
ADRB2	2537.638666	421	427.482911	272.7827196
DLX2	777.1518416	129	153.3166558	1.523925808
CYP11A1	54.18915902	9	1.803725363	0.5
NUP210	25649.97583	4270	3127.659779	975.3125171
ASIC1	573.6120735	96	459.9499675	1034.745624
4-Mar	381.9674868	64	876.6105264	874.7334138
GEM	107.0566312	18	169.5501841	1499.542995
RIMS1	11.89518125	2	198.4097899	9.143554848
SLC19A1	1489.54103	251	593.4256444	499.847665
GDPD1	159.9241035	27	25.25215508	129.5336937
DTX2	4495.056825	760	1506.110678	341.359381
PIK3R3	1229.168729	208	122.6533247	932.6425945
SNAI2	2546.890474	432	1206.692268	53.33740328
PRICKLE1	730.8928034	124	286.7923327	3500.457581
EYA2	2394.896491	407	106.4197964	28.95459035
CSRP2	2113.377202	361	1089.450119	230.112797
LYPD1	5528.615907	945	312.0444878	1.523925808
LOC100499467	1965.34828	336	254.3252762	65.52880975
RAPGEFL1	191.6445868	33	43.28940871	42.66992263
CDH24	1282.036201	221	580.7995669	260.5913132
TINAGL1	23576.24923	4075	16013.47377	7.61962904
COL4A2	45611.41165	7905	25210.6694	1421.822779
LRIG3	783.7602756	136	275.9699805	160.0122098
SULF2	12283.75717	2137	68.54156379	411.4599682
CCDC102B	34.36385694	6	0.5	164.5839873
CNGB1	51.54578541	9	21.64470435	28.95459035
LOC401093	51.54578541	9	9.018626814	53.33740328
PROCA1	189.0012132	33	196.6060646	105.1508808
PPP1R15A	22725.08293	3978	5665.501365	12363.61008
SNCG	837.9494346	147	250.7178254	13.71533227
FBLN1	15688.42238	2753	9720.275981	208.7778357
PDGFA	7372.369001	1297	2974.343123	196.5864292
TMEM98	2044.649488	360	885.6291532	21.33496131
HNF4G	62.11927985	11	36.07450726	92.95947429
LMBR1L	315.8831465	56	308.4370371	166.1079131
SEMA4G	134.8120542	24	404.0344813	0.5
TMEM27	22.46867569	4	3.607450726	1.523925808
FANCD2	13909.43194	2479	1621.549101	728.4365362
LRP3	2038.041054	364	270.5588044	704.0537233
TATDN2	10056.7149	1808	2550.467663	1574.21536
ALOX5AP	55.51084583	10	652.9485814	1.523925808
GBP2	3802.492939	685	1249.981676	755.8672008
CENPV	1481.610909	267	362.5487979	827.4917138
ALDH1L1	237.903625	43	12.62607754	3.047851616
EFNB1	2533.673606	458	521.2766299	1025.602069
TMEM111	3571.197748	647	1017.301105	926.5468913
NCKAP5	474.4855631	86	212.8395928	0.5
PPAP2C	1711.584413	311	113.6346979	801.584975
MEIS2	2646.016984	481	748.5460256	531.850107
CBX2	4756.750813	866	992.0489496	374.8857488
EEPD1	329.1000145	60	48.7005848	233.1606486
S100A2	7640.671422	1399	2126.592203	132.5815453
SRPX	966.1530548	177	2150.040633	373.361823
FGFR1	670.0952103	123	2380.917479	2391.039593
PHLDA2	1122.112098	206	2503.570804	379.4575262
RASSF6	288.1277236	53	5.411176089	22.85888712
KIAA1462	6127.34003	1129	124.45705	918.9272623
NAV3	70.04940069	13	1614.3342	850.3506009
RFX2	1056.027758	196	229.0731211	259.0673874
LYPD6B	641.0181006	119	7.214901452	1.523925808
ZNF697	947.6494395	176	308.4370371	283.4502003
SLC44A5	150.6722958	28	14.4298029	38.0981452
CORO1A	930.467511	173	586.2107429	15.23925808
SERPINB2	1617.74465	301	93.79371887	6.095703232
SEC13	13625.26928	2537	4689.685944	1939.957554
GPR153	1599.241035	298	250.7178254	292.5937551
BSCL2	138.7771146	26	122.6533247	22.85888712
SMOX	3617.456786	678	3634.506606	717.7690556
ASB9	159.9241035	30	191.1948885	39.62207101
GPC1	8905.525695	1674	3742.730128	630.9052845
WNT5B	436.1566458	82	1657.623608	2752.210009
SPPL2B	371.3939923	70	194.8023392	208.7778357
SLC39A10	3485.288106	658	1114.702274	1778.421418
C7orf58	21.14698889	4	151.5129305	752.8193492
FAM19A2	5.286747222	1	1.803725363	406.8881907
FAM179A	2.643373611	0.5	0.5	1.523925808
PAOX	47.58072499	9	183.979987	4.571777424
ST3GAL1	5761.232785	1093	3356.7329	1254.19094
E2F3	14107.68496	2679	777.4056314	1889.668002
SCAMP5	863.0614839	164	149.7092051	83.81591944
IL32	2805.941088	534	72.14901452	47.24170005
RGS2	162.5674771	31	64.93411306	563.852549
RPL32	147467.2053	28163	76759.33654	72814.69903
PVRL1	10046.14141	1920	597.0330951	673.5752072
ADAM11	371.3939923	71	55.91548625	443.4624101
ENPP1	114.9867521	22	129.8682261	53.33740328
NT5E	2184.748289	418	2692.961967	32907.6539
MMP14	20064.52739	3846	33644.88919	9231.942545
RAMP1	93.83976318	18	272.3625298	0.5
FAM171A2	421.6180909	81	189.3911631	65.52880975
C19orf26	145.3855486	28	191.1948885	64.00488394
GNG4	913.2855825	176	192.9986138	361.1704165
ARHGAP42	631.766293	122	34.27078189	62.48095813
SIX2	315.8831465	61	10.82235218	0.5
HBEGF	3577.806182	693	1031.730908	1235.90383
MIRLET7BHG	92.51807638	18	81.16764133	92.95947429
SLC25A27	92.51807638	18	32.46705653	91.43554848
NYNRIN	1550.338623	302	670.985835	0.5
SSBP3	1217.273548	238	970.4042452	272.7827196
ADM	4670.84117	916	1621.549101	1857.66556
COL7A1	14835.93439	2913	16118.08984	228.5888712
FAM176C	233.9385646	46	117.2421486	155.4404324
MECOM	945.0060659	187	450.9313407	481.5605553
SLC39A11	1330.938613	264	252.5215508	246.8759809
ST5	7367.082253	1465	2366.487676	472.4170005
HOXA5	432.1915854	86	216.4470435	135.6293969
CKB	1283.357888	256	465.3611436	160.0122098
EVL	5414.950842	1081	2720.017847	1164.279317
FAM127C	330.4217014	66	218.2507689	97.53125171
TNFRSF25	438.8000194	88	492.4170241	562.3286232
CEACAM1	503.5626729	101	3.607450726	18.2871097
ARL14	129.5253069	26	7.214901452	53.33740328
MMP11	129.5253069	26	59.52293698	1.523925808
SLC22A15	278.8759159	56	205.6246914	121.9140646
MAML3	189.0012132	38	472.5760451	630.9052845
KIAA0195	2881.277236	581	1634.175179	1004.267108
LOC729683	99.12651041	20	140.6905783	1.523925808
IL18	662.1650895	134	1022.712281	742.1518685
CDH2	14001.95002	2835	7148.163613	633.9531361
MGC39372	74.0144611	15	0.5	0.5
MTMR14	5599.986995	1135	2213.17102	684.2426878
CNKSR2	487.7024312	99	0.5	0.5
ZNF703	963.5096811	196	326.4742907	18.2871097
FLI1	1073.209686	219	1102.076197	7.61962904
HNRPLL	769.2217207	157	194.8023392	851.8745267
FAM176B	166.5325375	34	631.303877	0.5
HIVEP2	5757.267724	1176	3383.788781	2534.288619
PRRT3	660.8434027	135	236.2880225	41.14599682
ARMCX4	313.2397729	64	73.95273988	0.5
PITPNC1	904.0337749	185	968.6005199	554.7089941
IL6R	161.2457903	33	81.16764133	126.4858421
MAP2	901.3904013	185	86.57881742	15.23925808
AP3B2	364.7855583	75	1.803725363	0.5
SCARNA22	136.133741	28	142.4943037	73.14843879
FAM105A	2108.090455	434	230.8768464	53.33740328
ADORA2A	87.23132916	18	46.89685944	19.8110355
ARMC4	232.6168778	48	0.5	77.72021621
PCDHGB1	72.6927743	15	27.05588044	173.7275421
AIG1	3474.714611	718	1082.235218	1738.799347
ELOVL4	444.0867666	92	124.45705	146.2968776
PLEKHO1	935.7542582	194	851.3583713	545.5654393
LOC283624	178.4277187	37	46.89685944	629.3813587
TNFRSF21	5081.885767	1055	385.9972277	2400.183148
ACSL5	688.5988256	143	12.62607754	246.8759809
BATF3	67.40602708	14	187.5874377	268.2109422
RASA3	2586.541078	538	6791.025991	4619.019124
SLC39A8	1493.50609	311	211.0358675	640.0488394
RCN3	167.8542243	35	256.1290015	10.66748066
CXCL1	7008.905129	1462	59360.60169	397.7446359
SPRY2	718.9976221	150	990.2452242	1807.376008
C14orf37	38.32891736	8	63.1303877	12.19140646
VHL	8617.397971	1802	2072.480442	1833.282747
COL4A1	12800.53671	2678	4947.61867	743.6757943
ABCA1	1102.286796	231	1780.276933	132.5815453
GIPC2	133.4903673	28	0.5	1.523925808
CC2D2A	543.213277	114	943.3483648	1333.435082
FGF5	23.7903625	5	674.5932857	181.3471712
S100A6	20776.91658	4375	55376.17237	5021.335538
CCDC144C	56.83253263	12	3.607450726	140.2011743
FZD4	463.9120687	98	185.7837124	134.1054711
VEPH1	89.87470277	19	510.4542777	1968.912144
DNM1	3269.853157	694	3567.768768	105.1508808
FAT3	1356.050662	289	3.607450726	0.5
ADAMTS7	1789.563935	382	481.5946719	21.33496131
LAPTM4B	7840.24613	1675	2308.768464	2264.553751
ARSJ	285.48435	61	472.5760451	1112.46584
GRIN2D	200.8963944	43	972.2079706	3.047851616
CLCN4	851.1663027	183	221.8582196	326.1201229
LIME1	144.0638618	31	144.298029	160.0122098
S1PR2	408.4012229	88	155.1203812	36.57421939
ST3GAL5	157.2807298	34	171.3539095	2202.072793
TNRC6C	744.1096714	161	404.0344813	540.9936619
PCSK6	1007.125346	218	279.5774312	7.61962904
SEMA3A	3581.771243	777	737.7236734	982.9321462
FUT8	5711.008686	1240	1832.584969	3060.043023
CHN2	87.23132916	19	5.411176089	496.7998134
CSRNP1	1243.707284	271	591.621919	441.9384843
TMEM144	59.47590624	13	27.05588044	144.7729518
SCARNA9	937.075945	205	245.3066494	426.6992263
BSG	26047.80356	5700	20147.6123	6283.146107
ARHGAP22	405.7578493	89	2070.676717	2296.556193
SOCS3	955.5795603	210	1895.715356	742.1518685
RAPGEF4	195.6096472	43	9.018626814	89.91162267
ARHGEF26	600.0458097	132	192.9986138	67.05273555
MUC16	13663.59819	3007	10.82235218	1.523925808
LAMA4	6131.30509	1350	1664.83851	310.8808648
CCDC88B	31.72048333	7	72.14901452	312.4047906
HAS3	552.4650847	122	1176.028937	67.05273555
RCOR2	343.6385694	76	111.8309725	152.3925808
FN3K	1177.622944	261	1565.633615	7.61962904
SGK494	211.4698889	47	41.48568335	228.5888712
FASN	23437.47212	5210	9359.530908	3901.250069
SLC35D2	1097.000048	244	1111.094824	768.0586073
ABCC10	453.3385743	101	146.1017544	231.6367228
MAMLD1	251.120493	56	1040.749534	118.866213
LPHN2	161.2457903	36	252.5215508	1196.281759
TRERF1	1251.637405	280	1197.673641	857.9702299
CABYR	356.8554375	80	398.6233052	32.00244197
DSG3	512.8144805	115	0.5	3.047851616
SLC2A12	1545.051876	347	55.91548625	163.0600615
EFNA4	387.254234	87	194.8023392	76.1962904
ARSI	195.6096472	44	232.6805718	1.523925808
PPM1L	173.1409715	39	41.48568335	68.57666136
FRMD4B	1073.209686	242	1.803725363	35.05029359
FMN1	1649.465133	372	70.34528915	2895.459035
SSBP2	212.7915757	48	274.1662552	115.8183614
TOX	574.9337604	130	7.214901452	60.95703232
CDKAL1	6017.640025	1361	434.6978125	492.228036
TMEM50B	910.6422089	206	182.1762617	466.3212973
FRAS1	3215.663998	729	914.488759	15.23925808
FGF13	13.21686805	3	34.27078189	1627.552763
TPK1	13.21686805	3	41.48568335	35.05029359
GLUL	12538.84272	2847	2539.645311	659.8598749
FBXO32	4615.330324	1048	685.4156379	1171.898946
TMTC4	1545.051876	352	409.4456574	1423.346705
TGM2	42201.4597	9653	95178.97995	18024.99446
TTLL3	74.0144611	17	45.09313407	129.5336937
SORL1	5623.777357	1294	331.8854668	4743.98104
SHROOM2	3724.513418	857	443.7164393	53.33740328
SETD5	30739.79172	7075	5991.975656	2426.089886
PEX11G	138.7771146	32	108.2235218	6.095703232
PDE9A	1118.147037	258	7.214901452	469.3691489
MAPK10	142.742175	33	0.5	0.5
PLA2G4A	366.1072451	85	111.8309725	4.571777424
NPAS2	370.0723055	86	4906.132987	3832.673407
NPR1	34.36385694	8	59.52293698	7.61962904
PDGFRL	34.36385694	8	77.5601906	166.1079131
SLC1A1	364.7855583	85	93.79371887	73.14843879
KCNMB4	278.8759159	65	321.0631146	1.523925808
FBLN5	72.6927743	17	52.30803552	27.43066454
PDIA3	34007.0015	7961	28515.09426	19465.10435
GAA	3135.041102	734	757.5646524	324.5961971
COL4A6	2500.631436	586	349.9227204	393.1728585
RHOV	473.1638763	111	57.71921161	68.57666136
SLC29A2	191.6445868	45	18.03725363	138.6772485
PRSS22	212.7915757	50	0.5	0.5
MANBA	1563.555491	368	844.1434698	740.6279427
ESRG	1472.359101	348	1073.216591	97.53125171
DNAH2	42.29397777	10	1.803725363	1.523925808
LPCAT4	744.1096714	176	669.1821096	380.981452
PKIA	915.9289561	217	735.9199481	911.3076332
FZD2	1030.915708	245	479.7909465	166.1079131
CDK5R1	756.0048527	180	144.298029	135.6293969
TMEM135	638.374727	152	129.8682261	854.9223783
WSB1	2816.514582	671	1138.150704	3683.328678
SLC22A3	264.3373611	63	28.85960581	0.5
SLIT3	268.3024215	64	0.5	50.28955167
PDE7A	2082.978405	500	573.5846654	455.6538166
PDIA4	29342.76877	7051	26442.61382	8721.427399
MSX2	1447.247052	349	1.803725363	158.488284
LOC100288637	638.374727	154	304.8295863	367.2661197
CASP1	397.8277284	96	167.7464587	583.6635845
C19orf25	843.2361819	204	735.9199481	164.5839873
TYRO3	2323.525404	563	1051.571887	771.1064589
SEMA4B	7237.556946	1756	16642.97392	810.7285299
PLXNA1	15766.4019	3829	14281.89742	3870.771552
FAM89B	934.4325714	227	602.4442712	457.1777424
PVRL2	4475.231523	1088	1893.911631	979.8842946
HOXB6	477.1289368	116	663.7709335	419.0795972
UCN2	74.0144611	18	183.979987	4.571777424
HTRA1	2778.185665	677	348.118995	5160.012786
TADA3	9339.038967	2281	6767.577562	1432.49026
PCDHGC3	2975.116999	728	8178.090795	2240.170938
PLEKHJ1	1383.806085	339	1055.179337	493.7519618
TCF7	1354.728976	333	416.6605588	917.4033364
PALLD	6398.285825	1574	1989.509075	5999.695906
ARHGAP5-AS1	113.6650653	28	176.7650856	86.86377106
MCOLN1	421.6180909	104	239.8954733	248.3999067
ST3GAL6	72.6927743	18	48.7005848	56.3852549
HKDC1	80.62289513	20	37.87823262	67.05273555
JMJD7	241.8686854	60	133.4756769	50.28955167
MCAM	2610.331441	648	8044.615118	10.66748066
LRP1	7524.362983	1870	19646.17665	7877.172502
TMEM117	100.4481972	25	59.52293698	25.90673874
TBC1D4	1251.637405	312	479.7909465	1517.830105
GPR56	4892.884554	1220	6233.674854	896.0683751
HOXB3	1330.938613	332	571.78094	278.8784229
BACH1	2388.288057	596	1053.375612	1685.461944
PLAGL1	389.8976076	98	1.803725363	446.5102618
CLCN5	325.1349541	82	115.4384232	396.2207101
CYP27B1	27.75542291	7	220.0544943	68.57666136
FRRS1	158.6024166	40	25.25215508	53.33740328
GPR116	7.930120832	2	27.05588044	793.965346
MARK1	868.3482312	219	456.3425168	143.249026
NELL2	3.965060416	1	221.8582196	62.48095813
NWD1	3.965060416	1	9.018626814	309.356939
RAI14	12450.28971	3143	17057.83076	5504.420019
1-Mar	533.9614694	135	263.343903	3.047851616
C19orf10	2056.544669	520	2108.554949	1094.17873
PALM2	695.2072596	176	209.2321421	166.1079131
ST6GAL1	962.1879943	244	189.3911631	376.4096746
TMTC2	437.4783326	111	315.6519385	76.1962904
LRRC8E	438.8000194	112	496.0244748	309.356939
EXTL2	367.4289319	94	221.8582196	1142.944356
HOXB4	483.7373708	124	1203.084817	630.9052845
DENND2A	303.9879652	78	4471.435175	1112.46584
DLL1	1348.120542	346	12.62607754	359.6464907
GRAMD1C	140.0988014	36	86.57881742	76.1962904
MFSD12	1818.641044	470	2076.087893	941.7861494
HTR7	811.5156985	210	382.3897769	266.6870164
SH3GL3	753.3614791	195	32.46705653	160.0122098
TMEM164	2055.222982	533	1637.78263	0.5
C7orf41	2084.300092	542	395.0158545	522.7065522
SDC1	7951.267821	2075	8784.142517	1965.864292
SMAGP	528.6747222	138	1414.120685	579.0918071
ATP11C	2035.39768	532	434.6978125	1513.258327
RPSAP9	1349.442228	353	3174.556639	2046.63236
WNT5A	1685.150677	441	110.0272471	929.5947429
RBP4	125.5602465	33	241.6991986	0.5
THBD	5188.942398	1372	871.1993503	21.33496131
MAP2K6	215.4349493	57	108.2235218	7.61962904
RECK	294.7361576	78	324.6705653	510.5151457
C2orf43	392.5409812	104	220.0544943	205.7299841
PTGER4	101.769884	27	5.411176089	246.8759809
ZNF462	4661.589363	1237	2849.886073	950.9297042
HOXD-AS1	473.1638763	126	1040.749534	57.90918071
IFNGR2	2766.290484	738	2792.166862	1113.989766
MSRB3	289.4494104	78	1408.709508	2377.324261
FAM195B	1336.22536	361	746.7423002	771.1064589
ERG	18.50361528	5	9.018626814	128.0097679
LTBP4	1141.9374	309	4397.482435	2567.814987
SLC38A6	144.0638618	39	129.8682261	268.2109422
MAPKBP1	1042.810889	283	1268.01893	1356.293969
VPS18	1164.406076	316	1307.700888	1066.748066
IGFBP4	9493.676323	2577	10499.48534	1171.898946
LRRC8C	569.6470131	155	755.7609271	530.3261812
DUS3L	896.1036541	244	555.5474118	1246.571311
BNC2	726.927743	198	216.4470435	737.5800911
FOXL1	568.3253263	155	680.0044618	437.3667069
EHF	16324.15373	4454	809.8726879	4.571777424
FERMT1	6893.918377	1888	842.3397445	1801.280305
BCORL1	3144.29291	862	6179.563093	524.230478
ATF3	5977.989421	1639	131.6719515	2800.975635
SH3PXD2B	6414.146067	1760	6231.871129	4555.01424
STAP2	2762.325423	759	1372.635001	9.143554848
RPS28	8312.088319	2284	13401.67945	9076.502113
SAMD5	14.53855486	4	18.03725363	571.472178
SHC3	282.8409764	78	355.3338965	1.523925808
ADAMTS15	844.5578687	233	0.5	9.143554848
GPR161	1029.594021	286	670.985835	268.2109422
MMD	1038.845829	289	362.5487979	129.5336937
OSR1	114.9867521	32	164.139008	6.095703232
JPH1	840.5928082	234	45.09313407	16.76318389
FAM78A	125.5602465	35	207.4284167	147.8208034
MRC2	4651.015868	1299	15946.73593	3527.888246
AADAT	243.1903722	68	75.75646524	361.1704165
NR4A2	411.0445965	115	91.98999351	510.5151457
ETNK1	519.4229145	146	407.641932	1476.684108
ZBED3	124.2385597	35	21.64470435	179.8232453
SCD	18306.68394	5160	8315.173923	20469.37145
GALNT14	1839.788033	519	955.9744423	1138.372579
KLHL13	276.2325423	78	153.3166558	198.110355
TMEM198B	130.8469937	37	297.6146849	121.9140646
ERO1LB	226.0084437	64	149.7092051	120.3901388
PRAF2	2315.595283	656	4020.503834	501.3715908
ALDH3A2	984.65667	279	496.0244748	2682.109422
TBL1X	2306.343475	654	2227.600823	1886.62015
LRP12	1764.451885	501	1143.56188	1149.040059
SRP14	21300.30456	6075	6132.666234	16177.99638
RRAGD	444.0867666	127	443.7164393	1409.631372
GOLGA8B	663.4867763	190	216.4470435	12573.91184
PC	572.2903867	165	461.7536929	1478.208034
SLC16A2	790.3687096	228	1066.001689	128.0097679
LYPD3	183.714466	53	241.6991986	1.523925808
TBX3	1839.788033	531	2375.506303	289.5459035
DAB2	688.5988256	199	676.3970111	48.76562586
GALNT1	2601.079633	755	802.6577865	1504.114773
PREX1	474.4855631	138	17977.73069	2947.272513
C12orf57	983.3349832	286	1895.715356	1877.476596
ARHGEF4	989.9434173	288	434.6978125	3.047851616
ACRC	17.18192847	5	9.018626814	161.5361357
PADI3	68.72771388	20	106.4197964	790.9174944
SLC15A3	17.18192847	5	149.7092051	10.66748066
RAB38	281.5192896	82	339.1003682	16.76318389
VPS28	585.5072548	171	2132.003379	585.1875103
PORCN	1011.090406	296	416.6605588	47.24170005
FRK	522.0662881	153	10.82235218	18.2871097
SLC8A1	293.4144708	86	517.6691791	353.5507875
DOCK4	565.6819527	166	2584.738445	3846.38874
TBX2	218.0783229	64	308.4370371	89.91162267
BACH2	547.1783374	161	283.184882	10.66748066
PYROXD2	173.1409715	51	277.7737059	7.61962904
LOC645431	179.7494055	53	158.7278319	204.2060583
SEMA3C	6340.131606	1870	2536.03786	2573.91069
RPL36	10159.80647	2997	12700.03028	14152.69898
TCEA3	97.8048236	29	1603.511848	38.0981452
PPP1R3G	67.40602708	20	194.8023392	1.523925808
QPCT	306.6313389	91	176.7650856	0.5
MAB21L3	652.9132819	194	272.3625298	490.7041102
PRR5L	154.6373562	46	106.4197964	19.8110355
SRC	5096.424322	1521	6579.990124	327.6440487
PARD6G	1214.630174	364	274.1662552	99.05517752
