Run,Age,Assay Type,AvgSpotLen,Bases,Biomaterial_provider,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,Instrument,isolate,Library Name,LibraryLayout,LibrarySelection,LibrarySource,MBases,MBytes,Organism,Platform,ReleaseDate,sample_acc,Sample Name,samplenumber,sex,SRA Study,tissue
SRR10222793,not applicable,AMPLICON,252,156121308,not applicable,PRJNA574555,SAMN12904047,Human,70117092,SUN YAT-SEN UNIVERSITY,public,"fastq,sra","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX6942615,Illumina HiSeq 2500,not applicable,normal.ct.389,PAIRED,PCR,OTHER,156,66,Homo sapiens,ILLUMINA,2019-10-03T00:00:00Z,SRS5470767,normal.ct.389,normal.ct.389,missing,SRP223644,blood
SRR10222794,not applicable,AMPLICON,104,53513928,not applicable,PRJNA574555,SAMN12904046,Human,30972467,SUN YAT-SEN UNIVERSITY,public,"fastq,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX6942614,Illumina HiSeq 2500,not applicable,normal.ct.388,PAIRED,PCR,OTHER,53,29,Homo sapiens,ILLUMINA,2019-10-03T00:00:00Z,SRS5470766,normal.ct.388,normal.ct.388,missing,SRP223644,blood
SRR10222795,not applicable,AMPLICON,252,143046036,not applicable,PRJNA574555,SAMN12904045,Human,63712768,SUN YAT-SEN UNIVERSITY,public,"sra,fastq","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX6942613,Illumina HiSeq 2500,not applicable,normal.ct.387,PAIRED,PCR,OTHER,143,60,Homo sapiens,ILLUMINA,2019-10-03T00:00:00Z,SRS5470765,normal.ct.387,normal.ct.387,missing,SRP223644,blood
SRR10222796,not applicable,AMPLICON,252,101526012,not applicable,PRJNA574555,SAMN12904044,Human,45406639,SUN YAT-SEN UNIVERSITY,public,"sra,fastq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",SRX6942612,Illumina HiSeq 2500,not applicable,normal.ct.386,PAIRED,PCR,OTHER,101,43,Homo sapiens,ILLUMINA,2019-10-03T00:00:00Z,SRS5470764,normal.ct.386,normal.ct.386,missing,SRP223644,blood
SRR10222797,not applicable,AMPLICON,252,70249536,not applicable,PRJNA574555,SAMN12903738,Human,28086351,SUN YAT-SEN UNIVERSITY,public,"sra,fastq","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX6942611,Illumina HiSeq 2500,not applicable,normal.ct.11,PAIRED,PCR,OTHER,70,26,Homo sapiens,ILLUMINA,2019-10-03T00:00:00Z,SRS5470763,normal.ct.11,normal.ct.11,missing,SRP223644,blood
SRR10222799,not applicable,AMPLICON,252,140675976,not applicable,PRJNA574555,SAMN12904042,Human,57106112,SUN YAT-SEN UNIVERSITY,public,"sra,fastq","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",SRX6942609,Illumina HiSeq 2500,not applicable,normal.ct.384,PAIRED,PCR,OTHER,140,54,Homo sapiens,ILLUMINA,2019-10-04T00:00:00Z,SRS5470761,normal.ct.384,normal.ct.384,missing,SRP223644,blood
SRR10222800,not applicable,AMPLICON,252,137473560,not applicable,PRJNA574555,SAMN12904041,Human,60894114,SUN YAT-SEN UNIVERSITY,public,"sra,fastq","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6942608,Illumina HiSeq 2500,not applicable,normal.ct.383,PAIRED,PCR,OTHER,137,58,Homo sapiens,ILLUMINA,2019-10-03T00:00:00Z,SRS5470760,normal.ct.383,normal.ct.383,missing,SRP223644,blood
SRR10222801,not applicable,AMPLICON,104,55845920,not applicable,PRJNA574555,SAMN12904040,Human,32273282,SUN YAT-SEN UNIVERSITY,public,"sra,fastq","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX6942607,Illumina HiSeq 2500,not applicable,normal.ct.382,PAIRED,PCR,OTHER,55,30,Homo sapiens,ILLUMINA,2019-10-04T00:00:00Z,SRS5470759,normal.ct.382,normal.ct.382,missing,SRP223644,blood
SRR10222802,not applicable,AMPLICON,252,122826816,not applicable,PRJNA574555,SAMN12904039,Human,54389986,SUN YAT-SEN UNIVERSITY,public,"sra,fastq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",SRX6942606,Illumina HiSeq 2500,not applicable,normal.ct.381,PAIRED,PCR,OTHER,122,51,Homo sapiens,ILLUMINA,2019-10-03T00:00:00Z,SRS5470758,normal.ct.381,normal.ct.381,missing,SRP223644,blood
SRR10222803,not applicable,AMPLICON,252,171528336,not applicable,PRJNA574555,SAMN12904038,Human,69811960,SUN YAT-SEN UNIVERSITY,public,"fastq,sra","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",SRX6942605,Illumina HiSeq 2500,not applicable,normal.ct.380,PAIRED,PCR,OTHER,171,66,Homo sapiens,ILLUMINA,2019-10-03T00:00:00Z,SRS5470757,normal.ct.380,normal.ct.380,missing,SRP223644,blood
SRR10222804,not applicable,AMPLICON,252,161791308,not applicable,PRJNA574555,SAMN12904037,Human,66305576,SUN YAT-SEN UNIVERSITY,public,"sra,fastq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",SRX6942604,Illumina HiSeq 2500,not applicable,normal.ct.38,PAIRED,PCR,OTHER,161,63,Homo sapiens,ILLUMINA,2019-10-03T00:00:00Z,SRS5470756,normal.ct.38,normal.ct.38,missing,SRP223644,blood
SRR10222805,not applicable,AMPLICON,252,126464688,not applicable,PRJNA574555,SAMN12904036,Human,51538259,SUN YAT-SEN UNIVERSITY,public,"sra,fastq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",SRX6942603,Illumina HiSeq 2500,not applicable,normal.ct.379,PAIRED,PCR,OTHER,126,49,Homo sapiens,ILLUMINA,2019-10-03T00:00:00Z,SRS5470755,normal.ct.379,normal.ct.379,missing,SRP223644,blood
SRR10222806,not applicable,AMPLICON,252,131622624,not applicable,PRJNA574555,SAMN12904035,Human,58510140,SUN YAT-SEN UNIVERSITY,public,"fastq,sra","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX6942602,Illumina HiSeq 2500,not applicable,normal.ct.378,PAIRED,PCR,OTHER,131,55,Homo sapiens,ILLUMINA,2019-10-03T00:00:00Z,SRS5470754,normal.ct.378,normal.ct.378,missing,SRP223644,blood
SRR10222807,not applicable,AMPLICON,252,113212008,not applicable,PRJNA574555,SAMN12904034,Human,51006887,SUN YAT-SEN UNIVERSITY,public,"sra,fastq","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX6942601,Illumina HiSeq 2500,not applicable,normal.ct.377,PAIRED,PCR,OTHER,113,48,Homo sapiens,ILLUMINA,2019-10-03T00:00:00Z,SRS5470753,normal.ct.377,normal.ct.377,missing,SRP223644,blood
SRR10222808,not applicable,AMPLICON,252,178065468,not applicable,PRJNA574555,SAMN12903737,Human,72687698,SUN YAT-SEN UNIVERSITY,public,"fastq,sra","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",SRX6942600,Illumina HiSeq 2500,not applicable,normal.ct.109,PAIRED,PCR,OTHER,178,69,Homo sapiens,ILLUMINA,2019-10-03T00:00:00Z,SRS5470752,normal.ct.109,normal.ct.109,missing,SRP223644,blood
SRR10222809,not applicable,AMPLICON,252,128617020,not applicable,PRJNA574555,SAMN12904033,Human,52995507,SUN YAT-SEN UNIVERSITY,public,"fastq,sra","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",SRX6942599,Illumina HiSeq 2500,not applicable,normal.ct.376,PAIRED,PCR,OTHER,128,50,Homo sapiens,ILLUMINA,2019-10-03T00:00:00Z,SRS5470751,normal.ct.376,normal.ct.376,missing,SRP223644,blood
SRR10222810,not applicable,AMPLICON,252,153065808,not applicable,PRJNA574555,SAMN12904032,Human,61953842,SUN YAT-SEN UNIVERSITY,public,"sra,fastq","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX6942598,Illumina HiSeq 2500,not applicable,normal.ct.375,PAIRED,PCR,OTHER,153,59,Homo sapiens,ILLUMINA,2019-10-03T00:00:00Z,SRS5470750,normal.ct.375,normal.ct.375,missing,SRP223644,blood
SRR10222811,not applicable,AMPLICON,252,131291748,not applicable,PRJNA574555,SAMN12904031,Human,51079336,SUN YAT-SEN UNIVERSITY,public,"sra,fastq","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX6942597,Illumina HiSeq 2500,not applicable,normal.ct.374,PAIRED,PCR,OTHER,131,48,Homo sapiens,ILLUMINA,2019-10-03T00:00:00Z,SRS5470749,normal.ct.374,normal.ct.374,missing,SRP223644,blood
SRR10222812,not applicable,AMPLICON,252,168962724,not applicable,PRJNA574555,SAMN12904030,Human,74853472,SUN YAT-SEN UNIVERSITY,public,"sra,fastq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX6942596,Illumina HiSeq 2500,not applicable,normal.ct.373,PAIRED,PCR,OTHER,168,71,Homo sapiens,ILLUMINA,2019-10-03T00:00:00Z,SRS5470748,normal.ct.373,normal.ct.373,missing,SRP223644,blood
SRR10222813,not applicable,AMPLICON,252,87870888,not applicable,PRJNA574555,SAMN12904029,Human,39096808,SUN YAT-SEN UNIVERSITY,public,"fastq,sra","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX6942595,Illumina HiSeq 2500,not applicable,normal.ct.372,PAIRED,PCR,OTHER,87,37,Homo sapiens,ILLUMINA,2019-10-03T00:00:00Z,SRS5470747,normal.ct.372,normal.ct.372,missing,SRP223644,blood
SRR10222814,not applicable,AMPLICON,252,120700188,not applicable,PRJNA574555,SAMN12904028,Human,53651637,SUN YAT-SEN UNIVERSITY,public,"sra,fastq","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",SRX6942594,Illumina HiSeq 2500,not applicable,normal.ct.371,PAIRED,PCR,OTHER,120,51,Homo sapiens,ILLUMINA,2019-10-03T00:00:00Z,SRS5470746,normal.ct.371,normal.ct.371,missing,SRP223644,blood
SRR10222815,not applicable,AMPLICON,104,50284520,not applicable,PRJNA574555,SAMN12904027,Human,28996217,SUN YAT-SEN UNIVERSITY,public,"fastq,sra","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX6942593,Illumina HiSeq 2500,not applicable,normal.ct.370,PAIRED,PCR,OTHER,50,27,Homo sapiens,ILLUMINA,2019-10-03T00:00:00Z,SRS5470745,normal.ct.370,normal.ct.370,missing,SRP223644,blood
SRR10222817,not applicable,AMPLICON,252,133868700,not applicable,PRJNA574555,SAMN12904025,Human,55796557,SUN YAT-SEN UNIVERSITY,public,"fastq,sra","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX6942591,Illumina HiSeq 2500,not applicable,normal.ct.369,PAIRED,PCR,OTHER,133,53,Homo sapiens,ILLUMINA,2019-10-03T00:00:00Z,SRS5470743,normal.ct.369,normal.ct.369,missing,SRP223644,blood
SRR10222818,not applicable,AMPLICON,252,95354532,not applicable,PRJNA574555,SAMN12904024,Human,36882141,SUN YAT-SEN UNIVERSITY,public,"sra,fastq","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX6942590,Illumina HiSeq 2500,not applicable,normal.ct.368,PAIRED,PCR,OTHER,95,35,Homo sapiens,ILLUMINA,2019-10-03T00:00:00Z,SRS5470742,normal.ct.368,normal.ct.368,missing,SRP223644,blood
SRR10222819,not applicable,AMPLICON,110,67386330,not applicable,PRJNA574555,SAMN12903736,Human,38605310,SUN YAT-SEN UNIVERSITY,public,"fastq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX6942589,Illumina HiSeq 2500,not applicable,normal.ct.108,PAIRED,PCR,OTHER,67,36,Homo sapiens,ILLUMINA,2019-10-03T00:00:00Z,SRS5470741,normal.ct.108,normal.ct.108,missing,SRP223644,blood
SRR10222820,not applicable,AMPLICON,252,161590968,not applicable,PRJNA574555,SAMN12904023,Human,58937125,SUN YAT-SEN UNIVERSITY,public,"sra,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",SRX6942588,Illumina HiSeq 2500,not applicable,normal.ct.367,PAIRED,PCR,OTHER,161,56,Homo sapiens,ILLUMINA,2019-10-03T00:00:00Z,SRS5470740,normal.ct.367,normal.ct.367,missing,SRP223644,blood
SRR10222821,not applicable,AMPLICON,252,112983192,not applicable,PRJNA574555,SAMN12904022,Human,50057961,SUN YAT-SEN UNIVERSITY,public,"sra,fastq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX6942587,Illumina HiSeq 2500,not applicable,normal.ct.366,PAIRED,PCR,OTHER,112,47,Homo sapiens,ILLUMINA,2019-10-03T00:00:00Z,SRS5470739,normal.ct.366,normal.ct.366,missing,SRP223644,blood
SRR10222822,not applicable,AMPLICON,252,117184032,not applicable,PRJNA574555,SAMN12904021,Human,52372435,SUN YAT-SEN UNIVERSITY,public,"sra,fastq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX6942586,Illumina HiSeq 2500,not applicable,normal.ct.365,PAIRED,PCR,OTHER,117,49,Homo sapiens,ILLUMINA,2019-10-03T00:00:00Z,SRS5470738,normal.ct.365,normal.ct.365,missing,SRP223644,blood
SRR10222823,not applicable,AMPLICON,252,199255644,not applicable,PRJNA574555,SAMN12904020,Human,82111164,SUN YAT-SEN UNIVERSITY,public,"fastq,sra","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",SRX6942585,Illumina HiSeq 2500,not applicable,normal.ct.364,PAIRED,PCR,OTHER,199,78,Homo sapiens,ILLUMINA,2019-10-03T00:00:00Z,SRS5470737,normal.ct.364,normal.ct.364,missing,SRP223644,blood
SRR10222824,not applicable,AMPLICON,252,136243548,not applicable,PRJNA574555,SAMN12904019,Human,60996618,SUN YAT-SEN UNIVERSITY,public,"sra,fastq","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",SRX6942584,Illumina HiSeq 2500,not applicable,normal.ct.363,PAIRED,PCR,OTHER,136,58,Homo sapiens,ILLUMINA,2019-10-03T00:00:00Z,SRS5470736,normal.ct.363,normal.ct.363,missing,SRP223644,blood
SRR10222825,not applicable,AMPLICON,104,49691928,not applicable,PRJNA574555,SAMN12904018,Human,28541070,SUN YAT-SEN UNIVERSITY,public,"sra,fastq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",SRX6942583,Illumina HiSeq 2500,not applicable,normal.ct.362,PAIRED,PCR,OTHER,49,27,Homo sapiens,ILLUMINA,2019-10-03T00:00:00Z,SRS5470735,normal.ct.362,normal.ct.362,missing,SRP223644,blood
SRR10222826,not applicable,AMPLICON,252,155769516,not applicable,PRJNA574555,SAMN12904017,Human,62190002,SUN YAT-SEN UNIVERSITY,public,"fastq,sra","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX6942582,Illumina HiSeq 2500,not applicable,normal.ct.361,PAIRED,PCR,OTHER,155,59,Homo sapiens,ILLUMINA,2019-10-03T00:00:00Z,SRS5470734,normal.ct.361,normal.ct.361,missing,SRP223644,blood
SRR10222828,not applicable,AMPLICON,252,154046088,not applicable,PRJNA574555,SAMN12904015,Human,65917862,SUN YAT-SEN UNIVERSITY,public,"fastq,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX6942580,Illumina HiSeq 2500,not applicable,normal.ct.36,PAIRED,PCR,OTHER,154,62,Homo sapiens,ILLUMINA,2019-10-03T00:00:00Z,SRS5470732,normal.ct.36,normal.ct.36,missing,SRP223644,blood
SRR10222829,not applicable,AMPLICON,252,154215936,not applicable,PRJNA574555,SAMN12904014,Human,67186795,SUN YAT-SEN UNIVERSITY,public,"sra,fastq","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",SRX6942579,Illumina HiSeq 2500,not applicable,normal.ct.359,PAIRED,PCR,OTHER,154,64,Homo sapiens,ILLUMINA,2019-10-03T00:00:00Z,SRS5470731,normal.ct.359,normal.ct.359,missing,SRP223644,blood
SRR10222830,not applicable,AMPLICON,252,165175164,not applicable,PRJNA574555,SAMN12903735,Human,66826617,SUN YAT-SEN UNIVERSITY,public,"sra,fastq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX6942578,Illumina HiSeq 2500,not applicable,normal.ct.107,PAIRED,PCR,OTHER,165,63,Homo sapiens,ILLUMINA,2019-10-03T00:00:00Z,SRS5470730,normal.ct.107,normal.ct.107,missing,SRP223644,blood
SRR10222831,not applicable,AMPLICON,104,58599840,not applicable,PRJNA574555,SAMN12904013,Human,34287578,SUN YAT-SEN UNIVERSITY,public,"sra,fastq","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",SRX6942577,Illumina HiSeq 2500,not applicable,normal.ct.358,PAIRED,PCR,OTHER,58,32,Homo sapiens,ILLUMINA,2019-10-03T00:00:00Z,SRS5470729,normal.ct.358,normal.ct.358,missing,SRP223644,blood
SRR10222832,not applicable,AMPLICON,252,164006640,not applicable,PRJNA574555,SAMN12904012,Human,65631291,SUN YAT-SEN UNIVERSITY,public,"fastq,sra","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX6942576,Illumina HiSeq 2500,not applicable,normal.ct.357,PAIRED,PCR,OTHER,164,62,Homo sapiens,ILLUMINA,2019-10-03T00:00:00Z,SRS5470728,normal.ct.357,normal.ct.357,missing,SRP223644,blood
SRR10222833,not applicable,AMPLICON,252,107593164,not applicable,PRJNA574555,SAMN12904011,Human,47109966,SUN YAT-SEN UNIVERSITY,public,"fastq,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX6942575,Illumina HiSeq 2500,not applicable,normal.ct.356,PAIRED,PCR,OTHER,107,44,Homo sapiens,ILLUMINA,2019-10-03T00:00:00Z,SRS5470727,normal.ct.356,normal.ct.356,missing,SRP223644,blood
SRR10222834,not applicable,AMPLICON,104,59660432,not applicable,PRJNA574555,SAMN12904010,Human,33795244,SUN YAT-SEN UNIVERSITY,public,"fastq,sra","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",SRX6942574,Illumina HiSeq 2500,not applicable,normal.ct.355,PAIRED,PCR,OTHER,59,32,Homo sapiens,ILLUMINA,2019-10-03T00:00:00Z,SRS5470726,normal.ct.355,normal.ct.355,missing,SRP223644,blood
SRR10222835,not applicable,AMPLICON,252,137467260,not applicable,PRJNA574555,SAMN12904009,Human,56168520,SUN YAT-SEN UNIVERSITY,public,"sra,fastq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX6942573,Illumina HiSeq 2500,not applicable,normal.ct.354,PAIRED,PCR,OTHER,137,53,Homo sapiens,ILLUMINA,2019-10-03T00:00:00Z,SRS5470725,normal.ct.354,normal.ct.354,missing,SRP223644,blood
SRR10222836,not applicable,AMPLICON,104,46801560,not applicable,PRJNA574555,SAMN12904008,Human,26781978,SUN YAT-SEN UNIVERSITY,public,"fastq,sra","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",SRX6942572,Illumina HiSeq 2500,not applicable,normal.ct.353,PAIRED,PCR,OTHER,46,25,Homo sapiens,ILLUMINA,2019-10-03T00:00:00Z,SRS5470724,normal.ct.353,normal.ct.353,missing,SRP223644,blood
SRR10222837,not applicable,AMPLICON,252,160119792,not applicable,PRJNA574555,SAMN12904007,Human,64018896,SUN YAT-SEN UNIVERSITY,public,"sra,fastq","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",SRX6942571,Illumina HiSeq 2500,not applicable,normal.ct.352,PAIRED,PCR,OTHER,160,61,Homo sapiens,ILLUMINA,2019-10-03T00:00:00Z,SRS5470723,normal.ct.352,normal.ct.352,missing,SRP223644,blood
SRR10222838,not applicable,AMPLICON,252,150524640,not applicable,PRJNA574555,SAMN12904006,Human,61056410,SUN YAT-SEN UNIVERSITY,public,"fastq,sra","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX6942570,Illumina HiSeq 2500,not applicable,normal.ct.351,PAIRED,PCR,OTHER,150,58,Homo sapiens,ILLUMINA,2019-10-03T00:00:00Z,SRS5470722,normal.ct.351,normal.ct.351,missing,SRP223644,blood
SRR10222839,not applicable,AMPLICON,252,154942200,not applicable,PRJNA574555,SAMN12904005,Human,63504828,SUN YAT-SEN UNIVERSITY,public,"sra,fastq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",SRX6942569,Illumina HiSeq 2500,not applicable,normal.ct.350,PAIRED,PCR,OTHER,154,60,Homo sapiens,ILLUMINA,2019-10-03T00:00:00Z,SRS5470721,normal.ct.350,normal.ct.350,missing,SRP223644,blood
SRR10222840,not applicable,AMPLICON,104,44895864,not applicable,PRJNA574555,SAMN12904004,Human,25974589,SUN YAT-SEN UNIVERSITY,public,"fastq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX6942568,Illumina HiSeq 2500,not applicable,normal.ct.35,PAIRED,PCR,OTHER,44,24,Homo sapiens,ILLUMINA,2019-10-03T00:00:00Z,SRS5470720,normal.ct.35,normal.ct.35,missing,SRP223644,blood
SRR10222841,not applicable,AMPLICON,104,50572600,not applicable,PRJNA574555,SAMN12903734,Human,29166847,SUN YAT-SEN UNIVERSITY,public,"fastq,sra","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX6942567,Illumina HiSeq 2500,not applicable,normal.ct.106,PAIRED,PCR,OTHER,50,27,Homo sapiens,ILLUMINA,2019-10-03T00:00:00Z,SRS5470719,normal.ct.106,normal.ct.106,missing,SRP223644,blood
SRR10222842,not applicable,AMPLICON,252,204650208,not applicable,PRJNA574555,SAMN12903707,Human,84049834,SUN YAT-SEN UNIVERSITY,public,"fastq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX6942566,Illumina HiSeq 2500,not applicable,normal.ct.1000,PAIRED,PCR,OTHER,204,80,Homo sapiens,ILLUMINA,2019-10-03T00:00:00Z,SRS5470718,normal.ct.1000,normal.ct.1000,missing,SRP223644,blood
SRR10222843,not applicable,AMPLICON,252,98887824,not applicable,PRJNA574555,SAMN12904003,Human,39441547,SUN YAT-SEN UNIVERSITY,public,"fastq,sra","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX6942565,Illumina HiSeq 2500,not applicable,normal.ct.349,PAIRED,PCR,OTHER,98,37,Homo sapiens,ILLUMINA,2019-10-03T00:00:00Z,SRS5470717,normal.ct.349,normal.ct.349,missing,SRP223644,blood
SRR10222844,not applicable,AMPLICON,252,125946576,not applicable,PRJNA574555,SAMN12904002,Human,55911114,SUN YAT-SEN UNIVERSITY,public,"fastq,sra","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",SRX6942564,Illumina HiSeq 2500,not applicable,normal.ct.348,PAIRED,PCR,OTHER,125,53,Homo sapiens,ILLUMINA,2019-10-03T00:00:00Z,SRS5470716,normal.ct.348,normal.ct.348,missing,SRP223644,blood
SRR10222845,not applicable,AMPLICON,252,193032252,not applicable,PRJNA574555,SAMN12904001,Human,79349456,SUN YAT-SEN UNIVERSITY,public,"sra,fastq","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX6942563,Illumina HiSeq 2500,not applicable,normal.ct.347,PAIRED,PCR,OTHER,193,75,Homo sapiens,ILLUMINA,2019-10-03T00:00:00Z,SRS5470715,normal.ct.347,normal.ct.347,missing,SRP223644,blood
SRR10222846,not applicable,AMPLICON,252,149176944,not applicable,PRJNA574555,SAMN12904000,Human,59705416,SUN YAT-SEN UNIVERSITY,public,"sra,fastq","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX6942562,Illumina HiSeq 2500,not applicable,normal.ct.346,PAIRED,PCR,OTHER,149,56,Homo sapiens,ILLUMINA,2019-10-03T00:00:00Z,SRS5470714,normal.ct.346,normal.ct.346,missing,SRP223644,blood
SRR10222847,not applicable,AMPLICON,104,67538744,not applicable,PRJNA574555,SAMN12903999,Human,38306424,SUN YAT-SEN UNIVERSITY,public,"fastq,sra","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX6942561,Illumina HiSeq 2500,not applicable,normal.ct.345,PAIRED,PCR,OTHER,67,36,Homo sapiens,ILLUMINA,2019-10-03T00:00:00Z,SRS5470713,normal.ct.345,normal.ct.345,missing,SRP223644,blood
SRR10222848,not applicable,AMPLICON,252,133408044,not applicable,PRJNA574555,SAMN12903998,Human,58404771,SUN YAT-SEN UNIVERSITY,public,"fastq,sra","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",SRX6942560,Illumina HiSeq 2500,not applicable,normal.ct.344,PAIRED,PCR,OTHER,133,55,Homo sapiens,ILLUMINA,2019-10-03T00:00:00Z,SRS5470712,normal.ct.344,normal.ct.344,missing,SRP223644,blood
SRR10222850,not applicable,AMPLICON,252,130936428,not applicable,PRJNA574555,SAMN12903996,Human,58008347,SUN YAT-SEN UNIVERSITY,public,"fastq,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX6942558,Illumina HiSeq 2500,not applicable,normal.ct.342,PAIRED,PCR,OTHER,130,55,Homo sapiens,ILLUMINA,2019-10-03T00:00:00Z,SRS5470710,normal.ct.342,normal.ct.342,missing,SRP223644,blood
SRR10222851,not applicable,AMPLICON,252,117300708,not applicable,PRJNA574555,SAMN12903995,Human,52757871,SUN YAT-SEN UNIVERSITY,public,"sra,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",SRX6942557,Illumina HiSeq 2500,not applicable,normal.ct.341,PAIRED,PCR,OTHER,117,50,Homo sapiens,ILLUMINA,2019-10-03T00:00:00Z,SRS5470709,normal.ct.341,normal.ct.341,missing,SRP223644,blood
SRR10222852,not applicable,AMPLICON,252,127590372,not applicable,PRJNA574555,SAMN12903994,Human,49272763,SUN YAT-SEN UNIVERSITY,public,"fastq,sra","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",SRX6942556,Illumina HiSeq 2500,not applicable,normal.ct.340,PAIRED,PCR,OTHER,127,46,Homo sapiens,ILLUMINA,2019-10-03T00:00:00Z,SRS5470708,normal.ct.340,normal.ct.340,missing,SRP223644,blood
SRR10222853,not applicable,AMPLICON,252,200486160,not applicable,PRJNA574555,SAMN12903733,Human,77686523,SUN YAT-SEN UNIVERSITY,public,"sra,fastq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX6942555,Illumina HiSeq 2500,not applicable,normal.ct.105,PAIRED,PCR,OTHER,200,74,Homo sapiens,ILLUMINA,2019-10-03T00:00:00Z,SRS5470707,normal.ct.105,normal.ct.105,missing,SRP223644,blood
SRR10222854,not applicable,AMPLICON,252,145929924,not applicable,PRJNA574555,SAMN12903993,Human,60053439,SUN YAT-SEN UNIVERSITY,public,"fastq,sra","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",SRX6942554,Illumina HiSeq 2500,not applicable,normal.ct.34,PAIRED,PCR,OTHER,145,57,Homo sapiens,ILLUMINA,2019-10-03T00:00:00Z,SRS5470706,normal.ct.34,normal.ct.34,missing,SRP223644,blood
SRR10222855,not applicable,AMPLICON,252,131529384,not applicable,PRJNA574555,SAMN12903992,Human,58397272,SUN YAT-SEN UNIVERSITY,public,"fastq,sra","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX6942553,Illumina HiSeq 2500,not applicable,normal.ct.339,PAIRED,PCR,OTHER,131,55,Homo sapiens,ILLUMINA,2019-10-03T00:00:00Z,SRS5470705,normal.ct.339,normal.ct.339,missing,SRP223644,blood
