chr	start	end	H1	H2	H3	P1	P2	P3	P4	P5	P6	P7	P8	P9	P10	P11	P12	P13	P14	P15	P16	P17	P18	P19	P20	P21	P22	P23	P24	P25	P26	P27	P28	P29	P30	P31	P32	P33	P34	P35	P36	P37	P38	P39	P40	P41	P42	P43	P44	P45	P46	P47	P48	P49	P50	P51
chr1	80000001	82000000	0.755385685	0.782980456	0.776171197	0.772378886	0.735788033	0.756179122	0.771282923	0.749304009	0.752688172	0.793040293	0.774306735	0.748157701	0.768853191	0.763311688	0.765625	0.744809362	0.757872638	0.783657676	0.759984071	0.792304633	0.729010806	0.736620108	0.75907502	0.777883124	0.775676409	0.764964206	0.747073579	0.760148341	0.753708634	0.784739701	0.761067708	0.764256702	0.753841969	0.748901546	0.780115202	0.74463552	0.773346117	0.764277157	0.737962837	0.753032345	0.749506903	0.484408731	0.742422066	0.499095841	0.482311321	0.786373032	0.776448363	0.658584374	0.747498075	0.747680471	0.745296265	0.755952381	0.762163595	0.758670004
chr1	82000001	84000000	0.758998435	0.804247991	0.792134831	0.782287823	0.724708059	0.784728092	0.774634303	0.762740077	0.766817336	0.787915166	0.789804626	0.773637961	0.756278304	0.754262199	0.754516889	0.765392781	0.775250836	0.773206057	0.784483246	0.788461538	0.729483587	0.749150549	0.785695975	0.798226344	0.779224302	0.784727817	0.759354709	0.764399851	0.744979159	0.785459638	0.763420724	0.769923066	0.761936516	0.769614725	0.780214652	0.761366806	0.76731662	0.767022632	0.761311298	0.771139406	0.737976783	0.555617789	0.744584718	0.58953249	0.612996267	0.799919936	0.782229965	0.714142427	0.7694974	0.759285861	0.759782327	0.743472585	0.782614213	0.761447811
chr1	84000001	86000000	0.740494685	0.791754757	0.772037074	0.763170109	0.711762014	0.781809501	0.769675289	0.764551172	0.74826845	0.769809509	0.758437936	0.757727652	0.737693864	0.730635031	0.742590206	0.749226877	0.744279946	0.743248045	0.786595836	0.790184679	0.710396234	0.716365356	0.777102006	0.79561768	0.771243942	0.786610223	0.742424242	0.767688964	0.731553398	0.770128355	0.745287825	0.751666876	0.764015068	0.75586073	0.72778587	0.721841115	0.742193281	0.751235718	0.7668022	0.721705047	0.640245191	0.596207307	0.700454545	0.618542435	0.674950298	0.797778986	0.732164597	0.713521772	0.75249501	0.7439523	0.722121028	0.736721144	0.775515211	0.751942618
chr1	86000001	88000000	0.776312969	0.799533381	0.779954785	0.78395488	0.748198814	0.789990645	0.796365654	0.773854328	0.77468994	0.754445126	0.784060511	0.766432007	0.773982057	0.773425499	0.755162242	0.750635414	0.749877631	0.761551006	0.797579815	0.803921569	0.740769113	0.752436647	0.781336161	0.793303236	0.796084166	0.792321567	0.763877948	0.790991272	0.753715499	0.794722901	0.773190556	0.765868631	0.779903771	0.784040179	0.762439807	0.76272901	0.779870597	0.758368364	0.764479244	0.747617941	0.694158076	0.527716849	0.731929492	0.528421513	0.576202461	0.768554897	0.789473684	0.679265855	0.729750779	0.780116959	0.751138716	0.719605425	0.779068346	0.789583333
chr1	88000001	90000000	0.779846171	0.825927958	0.814519604	0.804917827	0.77614537	0.830254739	0.818221767	0.804577256	0.773472429	0.794876555	0.805422169	0.782556391	0.795530726	0.788842399	0.814772727	0.799493991	0.809648358	0.803252988	0.812915227	0.825223436	0.760405234	0.776121931	0.808736314	0.817630125	0.812714188	0.815271195	0.796552333	0.811241334	0.802553191	0.821645206	0.804439746	0.796230538	0.801061648	0.801765879	0.798730914	0.77281033	0.800290604	0.807880505	0.782173382	0.794418348	0.755189082	0.613862391	0.766975108	0.667536782	0.688288864	0.814066535	0.801332992	0.743661972	0.794494642	0.793174189	0.790429043	0.789855072	0.800944921	0.79015854
chr1	90000001	92000000	0.698959426	0.723079345	0.67934513	0.687273066	0.683434773	0.782151238	0.723724088	0.701158772	0.706685127	0.664942104	0.7179681	0.699815838	0.656812339	0.679439798	0.682606411	0.687161366	0.643984423	0.648394831	0.754478241	0.739821549	0.668472434	0.647010479	0.722370529	0.729636508	0.721852984	0.724109812	0.680319288	0.695442427	0.701094391	0.715517241	0.672582619	0.719061395	0.690627334	0.70026751	0.671811024	0.740905766	0.671730676	0.675025013	0.706324635	0.644385965	0.591326777	0.483321505	0.653615347	0.464654748	0.560340748	0.717342136	0.649579832	0.582067542	0.642144283	0.666538016	0.664165715	0.67366792	0.735567387	0.634794615
chr1	92000001	94000000	0.78544131	0.817610063	0.803271375	0.804904155	0.763232024	0.811990808	0.815618487	0.798933232	0.780239521	0.802536716	0.778871979	0.775918696	0.754476397	0.786614173	0.797920555	0.790030211	0.783383992	0.788868724	0.811411721	0.828784698	0.744679535	0.758994149	0.806303116	0.816929514	0.813014314	0.819537851	0.786490718	0.786701695	0.760338346	0.797729337	0.771828319	0.799479167	0.788701741	0.78366697	0.781776765	0.761664217	0.79481275	0.794422156	0.793583791	0.744820259	0.732678571	0.641661445	0.753962573	0.693260474	0.714924039	0.803185513	0.789953488	0.76540146	0.790050728	0.774357602	0.757023933	0.773036859	0.812707953	0.790941987
chr1	94000001	96000000	0.753293204	0.79338201	0.781498209	0.77956534	0.722846996	0.788805894	0.770819151	0.753817677	0.751676489	0.765971317	0.775446961	0.748563307	0.732839506	0.733576642	0.768926554	0.76900369	0.7550897	0.747230076	0.786783789	0.784778389	0.711968574	0.719899935	0.772260749	0.789119846	0.789175258	0.784190129	0.757287593	0.760763711	0.748996521	0.785204175	0.768375344	0.772832179	0.755745745	0.759394082	0.769303202	0.741499053	0.763811146	0.750210752	0.76305133	0.723838785	0.675102599	0.619903863	0.744657032	0.626454034	0.690069822	0.788331726	0.746201158	0.716486903	0.756834995	0.747715805	0.707951325	0.734174597	0.794843664	0.749314442
chr1	96000001	98000000	0.794677295	0.817848175	0.822906155	0.808267133	0.77766486	0.810639471	0.808382283	0.811216632	0.783783784	0.812839816	0.805498431	0.7760084	0.793745051	0.805868405	0.802202457	0.790856363	0.794455067	0.814141856	0.805678165	0.813024629	0.781642795	0.778722003	0.811393667	0.824217119	0.820566157	0.811504374	0.798802553	0.808313452	0.782039111	0.812389381	0.803642825	0.803476512	0.802475709	0.793444166	0.813017222	0.788918558	0.813944954	0.796418913	0.794211365	0.790077519	0.769056848	0.555826588	0.768817204	0.639359409	0.57799699	0.795749423	0.808792532	0.741845294	0.784062343	0.79638009	0.779864371	0.795374237	0.799028381	0.792377996
chr1	98000001	100000000	0.743243243	0.796807253	0.780377784	0.784241532	0.734823897	0.78491263	0.785632466	0.768146489	0.761153428	0.766889704	0.770238652	0.776769174	0.736245275	0.709401709	0.772555602	0.763869132	0.763939175	0.785523682	0.790438019	0.803696304	0.735276321	0.737357259	0.783858268	0.797017756	0.797213475	0.791885357	0.753566529	0.776446117	0.763802408	0.80334672	0.772109387	0.7737837	0.770709641	0.763734412	0.782577044	0.754482965	0.788457711	0.775483349	0.768160535	0.726606145	0.683834475	0.527958993	0.745767702	0.611275964	0.583452211	0.776575535	0.755016181	0.688779477	0.772436717	0.728263192	0.748990035	0.74662778	0.794472099	0.755224938
chr1	100000001	102000000	0.775339142	0.79539368	0.782645148	0.787599754	0.744984832	0.796253776	0.780368451	0.773244226	0.778235579	0.75465343	0.781894979	0.759659218	0.738818152	0.769548387	0.767729343	0.772031824	0.767785235	0.771308411	0.801067155	0.805390549	0.735000779	0.750671654	0.791294766	0.799287319	0.799014285	0.799860866	0.786276273	0.781776542	0.761547639	0.791662071	0.780324491	0.760995225	0.782441833	0.774147114	0.772411128	0.748858447	0.785965449	0.768090744	0.787667888	0.74815756	0.702754491	0.624377076	0.74691435	0.656875158	0.701722017	0.790314077	0.758005378	0.74	0.784653465	0.780470547	0.735970759	0.738312875	0.797577226	0.77065569
chr1	102000001	104000000	0.734896457	0.761341223	0.744984699	0.742501829	0.738936075	0.750729113	0.763945857	0.748705096	0.74087863	0.742811072	0.741581153	0.706320494	0.776025237	0.739403454	0.771710868	0.719160105	0.728571429	0.760406378	0.747666645	0.757177447	0.71861858	0.721996203	0.742331288	0.757468513	0.766605166	0.726676076	0.72026244	0.747312492	0.706535779	0.759709504	0.727876106	0.72341629	0.743116185	0.747701736	0.753339546	0.721605159	0.758637009	0.731313384	0.705149502	0.705907719	0.701754386	0.41208309	0.66548985	0.490527183	0.378324335	0.689017796	0.761765931	0.582911392	0.683303624	0.724657166	0.719585561	0.727471566	0.729136862	0.731613728
chr1	104000001	106000000	0.734457672	0.757583292	0.746680643	0.743195266	0.706067888	0.740374426	0.76247505	0.738143631	0.742455418	0.753717715	0.742715095	0.716089027	0.735377626	0.728594507	0.784205231	0.722428174	0.744154676	0.768183095	0.74076466	0.757386888	0.714913351	0.709251881	0.739880664	0.768617836	0.770048203	0.726614775	0.718875825	0.748294601	0.718138425	0.764547328	0.727672595	0.716051695	0.727068634	0.726815102	0.759756098	0.742898498	0.75227857	0.733452169	0.700032446	0.70058873	0.730124624	0.41799591	0.666836475	0.453221696	0.419735789	0.684347324	0.749132948	0.609073959	0.704243192	0.736315789	0.713889744	0.741787942	0.737152616	0.723158108
chr1	106000001	108000000	0.724322799	0.754460493	0.754441261	0.73245614	0.702359807	0.725832717	0.748505164	0.728755365	0.728021978	0.722692822	0.733261468	0.709522464	0.733647059	0.719492868	0.726845322	0.733261726	0.738983051	0.743699477	0.732458506	0.755259107	0.69669801	0.693853941	0.73891558	0.75227574	0.749730735	0.715766099	0.705461255	0.752030827	0.71674777	0.753377023	0.720199501	0.714285714	0.718328067	0.726200649	0.729881974	0.718309859	0.735119656	0.720829823	0.692739784	0.634180791	0.647273936	0.358264081	0.618529796	0.358000649	0.33160979	0.678351732	0.737459283	0.586980011	0.680894309	0.723154748	0.72778245	0.695991848	0.719614417	0.705499276
chr1	108000001	110000000	0.756686299	0.78961474	0.7775571	0.764476837	0.727944683	0.788463735	0.781714437	0.755328914	0.755284376	0.772067039	0.757606926	0.752753156	0.769486824	0.750647668	0.756960557	0.775924025	0.737573258	0.764686496	0.790347066	0.794990229	0.725519578	0.729842932	0.78907168	0.799868957	0.799211686	0.78095653	0.759067111	0.767537641	0.753341081	0.791807274	0.777210305	0.760665138	0.747371644	0.754023289	0.765418147	0.724016785	0.771901709	0.758835759	0.763417431	0.719903094	0.685666231	0.564630879	0.654613333	0.591541136	0.626315106	0.780187187	0.762828536	0.67197157	0.759803922	0.777709924	0.748664087	0.743474347	0.790441176	0.761134111
chr1	110000001	112000000	0.724944511	0.758059156	0.725658729	0.720149594	0.676345178	0.729987104	0.73379872	0.722142344	0.699790196	0.705436014	0.704275882	0.719877387	0.68796541	0.688022284	0.744216272	0.7204562	0.702712886	0.694615331	0.756276094	0.758261162	0.670260557	0.669899412	0.745298084	0.743935697	0.748113842	0.754918071	0.698345372	0.710246496	0.673530889	0.730366941	0.709215852	0.708686108	0.712959689	0.723527241	0.684823285	0.680944964	0.695424691	0.707053891	0.735265346	0.670638704	0.60575394	0.469581749	0.619386394	0.501063507	0.54964176	0.717392663	0.710183639	0.62533048	0.684768591	0.691376513	0.664992466	0.663715247	0.751001178	0.699378476
chr1	112000001	114000000	0.745810056	0.806583119	0.781744929	0.779200585	0.701277324	0.792827533	0.789980511	0.764299354	0.732812798	0.750865052	0.757418962	0.747102273	0.776352612	0.775803554	0.728792722	0.761045131	0.752017214	0.746777547	0.788419483	0.80136601	0.719884892	0.718342086	0.768057922	0.780531461	0.781234672	0.786207511	0.752814674	0.752672586	0.738089361	0.780351637	0.757466235	0.765524403	0.752074872	0.766598515	0.741638796	0.735073324	0.751797403	0.747872028	0.771712973	0.719836401	0.687273824	0.522644497	0.638464338	0.569282404	0.669040781	0.786232791	0.768382353	0.707098643	0.752862454	0.739151225	0.742947702	0.730776606	0.786481157	0.746064714
chr1	114000001	116000000	0.760663729	0.815891147	0.772433719	0.777966271	0.734285258	0.789462389	0.776533333	0.769394585	0.764602932	0.764876033	0.778618813	0.767949048	0.758004038	0.771402341	0.757478006	0.782667024	0.769109357	0.762254085	0.803445576	0.81149246	0.748538835	0.74835614	0.792717637	0.809166366	0.805787338	0.800978551	0.769443745	0.781070812	0.754601227	0.798960639	0.766453638	0.789510166	0.783054103	0.781931879	0.750633125	0.745856922	0.76182366	0.76782962	0.768115942	0.715526153	0.710242086	0.546333825	0.698606645	0.559332261	0.634945398	0.772041522	0.763041734	0.714285714	0.759124088	0.74379085	0.754339927	0.748471813	0.796500921	0.774793388
chr1	116000001	118000000	0.758162899	0.799901752	0.750533049	0.775284202	0.727873969	0.79392603	0.782975645	0.770140147	0.75163658	0.77135741	0.764054165	0.759440222	0.756342627	0.737951807	0.76797829	0.766992665	0.760557688	0.755754378	0.792919799	0.801953381	0.736050827	0.726984514	0.779612088	0.793498646	0.79614663	0.781176362	0.751450808	0.765042235	0.745920432	0.778858681	0.763113722	0.755826859	0.765321806	0.767621538	0.758364312	0.72224707	0.748180842	0.751500897	0.764081725	0.74392936	0.688555347	0.593198112	0.714159118	0.586286322	0.682125723	0.777345742	0.768163563	0.720930233	0.763969975	0.764617281	0.732158286	0.732633279	0.785385501	0.757343244
chr1	118000001	120000000	0.702400708	0.762256669	0.725265904	0.746354613	0.687019969	0.755503339	0.747155313	0.731158998	0.704752275	0.716059603	0.73871221	0.715469186	0.70974359	0.707298721	0.73768774	0.717554953	0.691135734	0.718455485	0.76842045	0.779771765	0.696383516	0.686653561	0.742981283	0.760438112	0.752455279	0.739502333	0.724628462	0.721964935	0.704232622	0.740773876	0.717331327	0.723215504	0.733941774	0.742207981	0.703703704	0.713917224	0.719783524	0.718147032	0.732752935	0.685861309	0.640950282	0.598972251	0.697708435	0.574715427	0.600268176	0.742130751	0.702619778	0.676687465	0.698596201	0.70354685	0.718322296	0.692652553	0.763045449	0.719110981
chr1	120000001	122000000	0.696414433	0.726918498	0.706449093	0.689867934	0.674205542	0.701782431	0.70282035	0.702809103	0.701387541	0.708016122	0.719254459	0.691083184	0.67394822	0.698828184	0.709802057	0.687533251	0.671787781	0.717286434	0.729097918	0.718058065	0.674538476	0.675842516	0.703059894	0.72199779	0.733408003	0.708979828	0.687800481	0.711970809	0.692380394	0.716270811	0.707101116	0.690427754	0.691556685	0.700055467	0.693787861	0.687213618	0.708960891	0.689158991	0.687007498	0.689779093	0.646595828	0.53182757	0.66401256	0.535001433	0.590346186	0.713523521	0.715665287	0.664157041	0.703283276	0.678294828	0.688272303	0.684005678	0.712929265	0.684097462
chr1	142000001	144000000	0.573989118	0.612903226	0.5885918	0.580547745	0.548951339	0.580928618	0.591105535	0.587155001	0.568191016	0.591796875	0.593139752	0.547399234	0.571899341	0.586120018	0.607752386	0.591812519	0.570159858	0.599289993	0.565792119	0.590471513	0.538699445	0.56567631	0.586871326	0.610467522	0.590092239	0.58429775	0.570785922	0.592850915	0.57273122	0.601221734	0.614007114	0.550006712	0.565870307	0.571121462	0.599178185	0.578997563	0.604734875	0.571167627	0.549049934	0.559961501	0.567567568	0.402302243	0.439453125	0.476190476	0.390603876	0.549988168	0.606428138	0.519560297	0.570688114	0.579096045	0.591139478	0.563164109	0.553006961	0.565789474
chr1	144000001	146000000	0.705835332	0.748221906	0.732887368	0.726845187	0.676077717	0.744290242	0.754936709	0.719522074	0.691158901	0.705715444	0.714240656	0.712554928	0.707841031	0.699894848	0.736303265	0.734985944	0.706271288	0.704886309	0.757830061	0.747016504	0.670296542	0.686295503	0.742321429	0.751345228	0.744326142	0.749779039	0.697746698	0.736344004	0.708333333	0.732241953	0.728020511	0.725044563	0.720733561	0.730009634	0.693261868	0.662261118	0.72825156	0.713990307	0.73693755	0.690303907	0.615944602	0.596318653	0.685070375	0.610275399	0.667657779	0.757004237	0.715117371	0.702340183	0.715132554	0.715678084	0.673751135	0.688184438	0.756511628	0.713805118
chr1	146000001	148000000	0.707625334	0.747458952	0.717176584	0.730727969	0.682841479	0.752031846	0.743978102	0.720937086	0.727149168	0.733385003	0.718770102	0.70965524	0.702040816	0.720327869	0.739208633	0.725838264	0.72981988	0.715627257	0.758253461	0.767421817	0.678467507	0.685635972	0.746629946	0.764475828	0.763914657	0.759111446	0.717261691	0.739387755	0.718456726	0.743258586	0.739561332	0.733217391	0.730846931	0.748507606	0.709534884	0.686900521	0.711131725	0.703236696	0.733138836	0.693074792	0.645440957	0.496179775	0.683766948	0.52725385	0.619960861	0.744768986	0.734336609	0.688870152	0.675595238	0.696147799	0.688442211	0.719936204	0.755417957	0.714674406
chr1	148000001	150000000	0.571267732	0.661255874	0.578315746	0.612619704	0.555567855	0.623900879	0.615740741	0.616558565	0.576434879	0.580634278	0.606694994	0.589689858	0.598246519	0.590593434	0.616959064	0.592567337	0.569354421	0.555409219	0.676214113	0.654851985	0.554594676	0.563435343	0.675428755	0.639194481	0.648800711	0.672984898	0.58321621	0.599950458	0.591314286	0.607009229	0.629396626	0.626264174	0.596529284	0.639917309	0.610029499	0.57344843	0.614120992	0.605113636	0.616952293	0.533907201	0.504228571	0.403380877	0.445888818	0.361001318	0.528645833	0.596319569	0.605017503	0.517605634	0.581940576	0.581339301	0.555401981	0.575335528	0.640715884	0.551197
chr1	150000001	152000000	0.734528552	0.807160721	0.785313175	0.767922324	0.723310375	0.779957145	0.775912551	0.765085076	0.73302682	0.778323671	0.745018473	0.7544616	0.763297872	0.741822073	0.764577114	0.742559242	0.748487468	0.741436591	0.794248649	0.792012758	0.71072244	0.720672788	0.761389173	0.789634312	0.781611075	0.79556482	0.758636498	0.77534182	0.739224582	0.779051326	0.782681479	0.76933978	0.770208206	0.759431225	0.744590201	0.714199274	0.764732384	0.74966415	0.773555535	0.727738201	0.676255708	0.631243907	0.708481664	0.661667803	0.717269423	0.78587524	0.762581637	0.749950971	0.758639078	0.755808395	0.743869973	0.745151954	0.790516372	0.753689877
chr1	152000001	154000000	0.710050743	0.750447082	0.732888384	0.72983983	0.681696868	0.744652129	0.750709964	0.730369677	0.687138584	0.726582941	0.732705424	0.706262827	0.709348179	0.718039216	0.741043203	0.711709423	0.694952305	0.713759214	0.749031633	0.762454072	0.684730539	0.698741991	0.731877573	0.759236586	0.746746447	0.732482873	0.701106016	0.734057243	0.713079585	0.750889031	0.718585477	0.717924126	0.734768441	0.735540241	0.718516303	0.695963719	0.740613553	0.717813611	0.700834327	0.651658768	0.644832354	0.387144259	0.514203709	0.403101582	0.432047784	0.719373313	0.738646726	0.611291531	0.687731831	0.717694567	0.716858522	0.675892207	0.744126907	0.713282034
chr1	154000001	156000000	0.72944599	0.796498102	0.77708617	0.748756888	0.693687126	0.771855522	0.764599753	0.749124854	0.716612378	0.761065608	0.75400879	0.737729487	0.740806855	0.736137389	0.751902023	0.758329018	0.754426482	0.729208559	0.784580793	0.790084388	0.693183189	0.708863035	0.785397498	0.786398467	0.77159414	0.78203328	0.738751091	0.739751366	0.709009353	0.760333837	0.748089021	0.76598849	0.765184721	0.760715884	0.724196446	0.691664141	0.745978121	0.730383074	0.754085186	0.707428138	0.658164885	0.564239885	0.682951902	0.588669431	0.65997726	0.77833132	0.732300885	0.711127427	0.72046279	0.715303699	0.719574686	0.720542636	0.778413812	0.727386248
