V1	V2	V3
1141	A3GALT2	0	
1142	MIR3605	0	
1143	HMGB4	0	
1144	C1orf94	0	
1145	MIR552	0	
1146	GJB5	0	
1147	GJB4	0	
1148	GJB3	0	
1149	GJA4	0	
1150	SMIM12	0	
1151	LOC653160	0	
1152	TMEM35B	0	
1153	ZMYM6	0	
1154	ZMYM1	0	
1155	NCDN	0	
1156	PSMB2	0	
1157	C1orf216	0	
1158	CLSPN	0	
1159	AGO1	0	
1160	TEKT2	0	
1161	ADPRHL2	0	
1162	TRAPPC3	0	
1163	MAP7D1	0	
1164	SH3D21	0	
1165	EVA1B	0	
1166	LSM10	0	
1167	OSCP1	0	
1168	MRPS15	0	
1169	CSF3R	0	
1170	MIR4255	0	
1171	LINC01137	0	
1172	ZC3H12A	0	
1173	MIR6732	0	
1174	MEAF6	0	
1175	MIR5581	0	
1176	DNALI1	0	
1177	GNL2	0	
1178	RSPO1	0	
1179	C1orf109	0	
1180	CDCA8	0	
1181	EPHA10	0	
1182	MANEAL	0	
1183	C1orf122	0	
1184	MTF1	0	
1185	SF3A3	0	
1186	FHL3	0	
1187	UTP11	0	
1188	POU3F1	0	
1189	MIR3659	0	
1190	LINC01343	0	
1191	MYCBP	0	
1192	GJA9-MYCBP	0	
1193	LOC105378663	0	
1194	GJA9	0	
1195	RHBDL2	0	
1196	AKIRIN1	0	
1197	NDUFS5	0	
1198	KIAA0754	0	
1199	OXCT2P1	0	
1200	PPIEL	0	
1201	PABPC4	0	
1202	LOC101929516	0	
1203	SNORA55	0	
1204	HEYL	0	
1205	NT5C1A	0	
1206	HPCAL4	0	
1207	PPIE	0	
1208	OXCT2	0	
1209	LOC101929536	0	
1210	TRIT1	0	
1211	MYCL	0	
1212	MFSD2A	0	
1213	CAP1	0	
1214	PPT1	0	
1215	TMCO2	0	
1216	ZMPSTE24	0	
1217	COL9A2	0	
1218	SMAP2	0	
1219	ZFP69B	0	
1220	ZFP69	0	
1221	EXO5	0	
1222	ZNF684	0	
1223	RIMS3	0	
1224	NFYC	0	
1225	MIR30E	0	
1226	MIR30C1	0	
1227	CITED4	0	
1228	CTPS1	0	
1229	SLFNL1-AS1	0	
1230	SLFNL1	0	
1231	FOXO6	0	
1232	LOC101929901	0	
1233	EDN2	1	18037749
1234	GUCA2B	0	
1235	GUCA2A	0	
1236	ZMYND12	0	
1237	PPCS	2	31257409;22330041
1238	CCDC30	0	
1239	PPIH	0	
1240	YBX1	0	
1241	CLDN19	0	
1242	P3H1	0	
1243	C1orf50	0	
1244	LOC105378683	0	
1245	SVBP	0	
1246	ERMAP	0	
1247	ZNF691	0	
1248	LOC339539	0	
1249	SLC2A1	0	
1250	SLC2A1-AS1	0	
1251	FAM183A	0	
1252	EBNA1BP2	0	
1253	MIR6733	0	
1254	TMEM125	0	
1255	C1orf210	0	
1256	MPL	4	24441396;23724788;16788294;10436101
1257	CDC20	0	
1258	ELOVL1	0	
1259	MIR6734	0	
1260	MED8	0	
1261	MIR6735	0	
1262	HYI	0	
1263	KDM4A	0	
1264	LOC101929592	0	
1265	MIR6079	0	
1266	ARTN	0	
1267	DPH2	0	
1268	ATP6V0B	0	
1269	B4GALT2	0	
1270	CCDC24	0	
1271	SLC6A9	0	
1272	KLF17	0	
1273	DMAP1	0	
1274	SNORA110	0	
1275	MIR5584	0	
1276	TMEM53	0	
1277	C1orf228	0	
1278	RNU5F-1	0	
1279	RNU5D-1	0	
1280	RPS8	0	
1281	SNORD55	0	
1282	SNORD46	0	
1283	SNORD38A	0	
1284	SNORD38B	0	
1285	BEST4	0	
1286	PLK3	0	
1287	TCTEX1D4	0	
1288	BTBD19	0	
1289	PTCH2	0	
1290	HECTD3	0	
1291	UROD	0	
1292	LINC01144	0	
1293	HPDL	0	
1294	MUTYH	0	
1295	TOE1	0	
1296	CCDC163	0	
1297	MMACHC	0	
1298	PRDX1	0	
1299	AKR1A1	0	
1300	NASP	0	
1301	CCDC17	0	
1302	RPS15AP10	0	
1303	TMEM69	0	
1304	IPP	3	31420946;28861938;11382735
1305	LOC101929626	0	
1306	TSPAN1	0	
1307	LURAP1	0	
1308	RAD54L	0	
1309	LRRC41	0	
1310	UQCRH	0	
1311	NSUN4	0	
1312	FAAH	0	
1313	FAAHP1	0	
1314	LINC01398	0	
1315	DMBX1	0	
1316	MKNK1-AS1	0	
1317	KNCN	0	
1318	MOB3C	0	
1319	ATPAF1	0	
1320	TEX38	0	
1321	EFCAB14-AS1	0	
1322	EFCAB14	0	
1323	CYP4B1	0	
1324	CYP4A11	0	
1325	CYP4A22	0	
1326	LINC00853	0	
1327	PDZK1IP1	1	30760287
1328	TAL1	0	
1329	STIL	0	
1330	LINC01389	0	
1331	FOXE3	0	
1332	FOXD2-AS1	0	
1333	FOXD2	0	
1334	SLC5A9	0	
1335	BEND5	0	
1336	LOC101929721	0	
1337	AGBL4-IT1	0	
1338	DMRTA2	1	29290336
1339	CDKN2C	1	29290336
1340	MIR4421	0	
1341	MIR6500	0	
1342	C1orf185	0	
1343	RNF11	0	
1344	TTC39A-AS1	0	
1345	MIR761	0	
1346	TXNDC12	0	
1347	KTI12	0	
1348	TXNDC12-AS1	0	
1349	BTF3L4	0	
1350	ORC1	0	
1351	PRPF38A	0	
1352	GPX7	0	
1353	FAM159A	0	
1354	COA7	0	
1355	ECHDC2	0	
1356	MIR1273F	0	
1357	MIR5095	0	
1358	MIR1273G	0	
1359	PODN	0	
1360	SLC1A7	0	
1361	CPT2	0	
1362	C1orf123	0	
1363	MAGOH	0	
1364	LOC100507564	0	
1365	LINC01771	0	
1366	SLC25A3P1	0	
1367	DMRTB1	0	
1368	YIPF1	0	
1369	DIO1	0	
1370	LRRC42	0	
1371	LDLRAD1	0	
1372	TMEM59	0	
1373	MIR4781	0	
1374	CDCP2	0	
1375	MRPL37	0	
1376	SSBP3-AS1	0	
1377	FAM151A	0	
1378	MROH7	0	
1379	TTC4	0	
1380	PARS2	0	
1381	TTC22	0	
1382	LEXM	0	
1383	DHCR24	0	
1384	TMEM61	0	
1385	BSND	0	
1386	PCSK9	15	31664920;31303312;31065993;30684154;30605918;29997228;29997226;29949039;28911508;28721209;28537000;27277596;25814425;24619100;24135527
1387	LOC100507634	0	
1388	MIR4422	0	
1389	LOC101929935	0	
1390	C8A	0	
1391	TACSTD2	0	
1392	MYSM1	0	
1393	JUN	19	31562288;29598867;29432608;29352041;29146153;28871102;28551045;28393880;28279032;24223632;24120080;23880185;23859953;23241357;22455241;21731804;18313605;17132778;11714658
1394	LINC01135	0	
1395	HSD52	0	
1396	MIR4711	0	
1397	LOC101926944	0	
1398	CYP2J2	4	29614520;28053220;26972388;24023684
1399	C1orf87	0	
1400	NFIA-AS2	0	
1401	NFIA-AS1	0	
1402	MGC34796	0	
1403	TM2D1	0	
1404	MIR3116-1	0	
1405	MIR3116-2	0	
1406	L1TD1	0	
1407	ANGPTL3	0	
1408	FOXD3-AS1	0	
1409	FOXD3	0	
1410	MIR6068	0	
1411	ALG6	0	
1412	EFCAB7	0	
1413	DLEU2L	0	
1414	ROR1-AS1	0	
1415	UBE2U	0	
1416	MIR4794	0	
1417	LINC01359	0	
1418	MIR3671	0	
1419	MIR101-1	0	
1420	LEPROT	0	
1421	LOC101927139	0	
1422	MIR3117	0	
1423	INSL5	0	
1424	MIER1	0	
1425	C1orf141	0	
1426	IL12RB2	0	
1427	GADD45A	0	
1428	DIRAS3	0	
1429	MIR1262	0	
1430	RPE65	0	
1431	DEPDC1-AS1	0	
1432	SRSF11	0	
1433	HHLA3	0	
1434	CTH	3	31320335;30887195;25333051
1435	LINC01788	0	
1436	ZRANB2-AS1	0	
1437	ZRANB2	0	
1438	MIR186	0	
1439	NEGR1-IT1	0	
1440	FPGT	0	
1441	ERICH3-AS1	0	
1442	CRYZ	0	
1443	TYW3	0	
1444	LHX8	0	
1445	ACADM	0	
1446	DLSTP1	0	
1447	RABGGTB	0	
1448	SNORD45C	0	
1449	SNORD45A	0	
1450	SNORD45B	0	
1451	ASB17	0	
1452	LOC101927342	0	
1453	MIR7156	0	
1454	USP33	0	
1455	NEXN-AS1	0	
1456	FUBP1	0	
1457	DNAJB4	0	
1458	PTGFR	0	
1459	IFI44L	0	
1460	IFI44	0	
1461	LOC101927434	0	
1462	LINC01361	0	
1463	UOX	0	
1464	DNASE2B	0	
1465	RPF1	0	
1466	GNG5	0	
1467	SPATA1	0	
1468	CTBS	0	
1469	LINC01555	0	
1470	SSX2IP	0	
1471	MCOLN3	1	28839241
1472	MIR4423	0	
1473	SYDE2	0	
1474	BCL10	0	
1475	LOC646626	0	
1476	CYR61	1	30045012
1477	ZNHIT6	0	
1478	ODF2L	0	
1479	MIR7856	0	
1480	CLCA1	0	
1481	CLCA3P	0	
1482	SH3GLB1	0	
1483	SELENOF	0	
1484	LINC01140	0	
1485	LMO4	0	
1486	LINC01364	0	
1487	GTF2B	0	
1488	KYAT3	0	
1489	RBMXL1	0	
1490	GBP3	0	
1491	GBP2	0	
1492	GBP7	0	
1493	GBP5	0	
1494	LOC729930	0	
1495	GBP6	0	
1496	GBP1P1	0	
1497	FLJ27354	0	
1498	GEMIN8P4	0	
1499	ZNF326	0	
1500	BARHL2	0	
1501	LOC105378853	0	
1502	ZNF644	0	
1503	CDC7	0	
1504	BRDT	0	
1505	EPHX4	0	
1506	SETSIP	0	
1507	BTBD8	0	
1508	KIAA1107	0	
1509	C1orf146	0	
1510	GLMN	0	
1511	GFI1	0	
1512	RPL5	0	
1513	SNORD21	0	
1514	SNORA66	0	
1515	TMED5	0	
1516	CCDC18-AS1	0	
1517	DR1	0	
1518	LOC100129046	0	
1519	MIR760	0	
1520	DNTTIP2	0	
1521	ARHGAP29	0	
1522	F3	2	25994442;17427278
1523	MIR378G	0	
1524	CNN3	0	
1525	ALG14	0	
1526	LOC101928098	0	
1527	TMEM56	0	
1528	RWDD3	0	
1529	LINC01760	0	
1530	LOC100996635	0	
1531	DPYD-AS2	0	
1532	MIR137HG	0	
1533	MIR2682	0	
1534	MIR137	1	31059093
1535	PLPPR5	0	
1536	LINC01708	0	
1537	FRRS1	0	
1538	AGL	0	
1539	SLC35A3	0	
1540	SASS6	0	
1541	TRMT13	0	
1542	LRRC39	0	
1543	RTCA-AS1	0	
1544	RTCA	0	
1545	MIR553	0	
1546	GPR88	0	
1547	LINC01349	0	
1548	EXTL2	0	
1549	SLC30A7	0	
1550	DPH5	0	
1551	LOC102606465	0	
1552	LOC101928370	0	
1553	S1PR1	0	
1554	LINC01307	0	
1555	DNAJA1P5	0	
1556	LOC101928436	0	
1557	AMY2B	0	
1558	ACTG1P4	0	
1559	AMY2A	0	
1560	AMY1B	0	
1561	AMY1C	0	
1562	LOC100129138	0	
1563	LINC01676	0	
1564	PRMT6	0	
1565	MIR7852	0	
1566	SLC25A24	0	
1567	NBPF4	0	
1568	NBPF6	0	
1569	FAM102B	0	
1570	HENMT1	0	
1571	PRPF38B	0	
1572	FNDC7	0	
1573	AKNAD1	0	
1574	SPATA42	0	
1575	CLCC1	0	
1576	TAF13	0	
1577	TMEM167B	0	
1578	SCARNA2	0	
1579	C1orf194	0	
1580	SARS	1	16461478
1581	CELSR2	0	
1582	PSRC1	1	26893834
1583	SORT1	0	
1584	PSMA5	0	
1585	SYPL2	0	
1586	ATXN7L2	0	
1587	CYB561D1	0	
1588	AMIGO1	0	
1589	GPR61	0	
1590	MIR197	0	
1591	GNAT2	0	
1592	AMPD2	0	
1593	GSTM4	0	
1594	GSTM2	0	
1595	GSTM5	0	
1596	GSTM3	0	
1597	EPS8L3	0	
1598	CSF1	0	
1599	AHCYL1	0	
1600	STRIP1	0	
1601	ALX3	0	
1602	LINC01397	0	
1603	UBL4B	0	
1604	SLC6A17	0	
1605	KCNC4-AS1	0	
1606	LOC440600	0	
1607	SLC16A4	0	
1608	LAMTOR5	0	
1609	LAMTOR5-AS1	0	
1610	PROK1	0	
1611	CYMP	0	
1612	CYMP-AS1	0	
1613	KCNA10	0	
1614	KCNA3	0	
1615	CD53	0	
1616	LRIF1	0	
1617	CEPT1	0	
1618	DENND2D	0	
1619	CHI3L2	0	
1620	CHIAP2	0	
1621	CHIA	2	31677591;31514070
1622	PIFO	0	
1623	PGCP1	0	
1624	OVGP1	0	
1625	WDR77	0	
1626	ATP5F1	0	
1627	C1orf162	0	
1628	ADORA3	0	
1629	LINC01160	0	
1630	FAM212B	0	
1631	FAM212B-AS1	0	
1632	LOC101928718	0	
1633	DDX20	0	
1634	KCND3-IT1	0	
1635	KCND3-AS1	0	
1636	LINC01750	0	
1637	MIR4256	0	
1638	WNT2B	0	
1639	CAPZA1	0	
1640	MOV10	0	
1641	PPM1J	0	
1642	FAM19A3	0	
1643	SLC16A1	0	
1644	AKR7A2P1	0	
1645	SLC16A1-AS1	0	
1646	LOC100996251	0	
1647	LOC643441	0	
1648	RSBN1	0	
1649	PTPN22	0	
1650	AP4B1	0	
1651	DCLRE1B	0	
1652	HIPK1-AS1	0	
1653	HIPK1	0	
1654	OLFML3	0	
1655	BCAS2	0	
1656	AMPD1	0	
1657	NRAS	0	
1658	CSDE1	0	
1659	SIKE1	0	
1660	TSHB	0	
1661	VANGL1	0	
1662	NHLH2	0	
1663	LINC01649	0	
1664	LOC101928977	0	
1665	MAB21L3	0	
1666	ATP1A1-AS1	0	
1667	LINC01762	0	
1668	CD58	0	
1669	MIR548AC	0	
1670	MIR320B1	0	
1671	C1orf137	0	
1672	PTGFRN	0	
1673	TTF2	0	
1674	MIR942	0	
1675	TRIM45	0	
1676	LINC01525	0	
1677	LOC100996263	0	
1678	FAM46C	0	
1679	GDAP2	0	
1680	TBX15	0	
1681	LOC105378933	0	
1682	WARS2-IT1	0	
1683	HAO2-IT1	0	
1684	HSD3B2	0	
1685	HSD3B1	0	
1686	HSD3BP4	0	
1687	LINC00622	0	
1688	ZNF697	0	
1689	PHGDH	0	
1690	HMGCS2	0	
1691	REG4	0	
1692	NBPF7	0	
1693	ADAM30	0	
1694	HIST2H2BA	0	
1695	FCGR1B	0	
1696	EMBP1	0	
1697	ANKRD20A12P	0	
1698	LOC102723769	0	
1699	FAM72D	0	
1700	LINC01719	0	
1701	RNVU1-6	0	
1702	HFE2	0	
1703	TXNIP	5	30466624;27103914;27069318;26309773;25082849
1704	POLR3GL	0	
1705	ANKRD34A	0	
1706	RBM8A	0	
1707	GNRHR2	0	
1708	PEX11B	0	
1709	ITGA10	0	
1710	ANKRD35	0	
1711	PIAS3	1	24857987
1712	MIR6736	0	
1713	NUDT17	0	
1714	POLR3C	0	
1715	CD160	0	
1716	GPR89A	0	
1717	LOC728989	0	
1718	RNVU1-8	0	
1719	NBPF13P	0	
1720	PRKAB2	0	
1721	PDIA3P1	0	
1722	CHD1L	0	
1723	ACP6	0	
1724	GJA5	19	31270966;30558760;29930145;29587382;29285063;24733048;24656738;24626989;24457199;24144883;23348765;23292621;23134779;23040431;22690879;21924735;21076161;16790700;15117819
1725	GJA8	1	15117819
1726	PDZK1P1	0	
1727	RNVU1-7	0	
1728	LOC100505824	0	
1729	MIR5087	0	
1730	RNVU1-1	0	
1731	MIR6077	0	
1732	LOC100132057	0	
1733	RNVU1-3	0	
1734	LINC01138	0	
1735	PPIAL4G	0	
1736	PPIAL4D	0	
1737	RNVU1-14	0	
1738	NBPF15	0	
1739	RNVU1-15	0	
1740	PPIAL4E	0	
1741	PPIAL4F	0	
1742	DRD5P2	0	
1743	LOC645166	0	
1744	RNVU1-17	0	
1745	RNVU1-18	0	
1746	FCGR1CP	0	
1747	FAM72C	0	
1748	LINC00869	0	
1749	FAM231D	0	
1750	HIST2H2BF	0	
1751	FCGR1A	0	
1752	HIST2H3D	0	
1753	HIST2H4A	0	
1754	HIST2H3C	0	
1755	HIST2H2AA3	0	
1756	HIST2H2BC	0	
1757	HIST2H2AA4	0	
1758	HIST2H3A	0	
1759	HIST2H4B	0	
1760	HIST2H2BE	0	
1761	HIST2H2AC	0	
1762	HIST2H2AB	0	
1763	BOLA1	0	
1764	SV2A	0	
1765	SF3B4	0	
1766	MTMR11	0	
1767	PLEKHO1	0	
1768	LOC105371433	0	
1769	ANP32E	0	
1770	CA14	0	
1771	APH1A	0	
1772	C1orf54	0	
1773	CIART	0	
1774	MRPS21	0	
1775	PRPF3	0	
1776	MIR6878	0	
1777	ECM1	0	
1778	FALEC	0	
1779	ADAMTSL4	0	
1780	MIR4257	0	
1781	ADAMTSL4-AS1	0	
1782	MCL1	0	
1783	GOLPH3L	0	
1784	HORMAD1	0	
1785	CTSK	0	
1786	ARNT	0	
1787	SETDB1	0	
1788	CERS2	0	
1789	ANXA9	0	
1790	FAM63A	0	
1791	BNIPL	0	
1792	C1orf56	0	
1793	CDC42SE1	0	
1794	MLLT11	0	
1795	GABPB2	0	
1796	SEMA6C	0	
1797	TNFAIP8L2	0	
1798	TNFAIP8L2-SCNM1	0	
1799	LYSMD1	0	
1800	SCNM1	0	
1801	TMOD4	0	
1802	VPS72	0	
1803	PIP5K1A	0	
1804	PSMD4	0	
1805	LOC100507670	0	
1806	PI4KB	0	
1807	RFX5	0	
1808	GBAT2	0	
1809	SELENBP1	0	
1810	PSMB4	0	
1811	CGN	0	
1812	MIR554	0	
1813	CELF3	0	
1814	RIIAD1	0	
1815	MRPL9	0	
1816	OAZ3	0	
1817	TDRKH	0	
1818	LINGO4	0	
1819	C2CD4D	0	
1820	LOC100132111	0	
1821	THEM5	0	
1822	THEM4	0	
1823	S100A10	0	
1824	NBPF18P	0	
1825	S100A11	0	
1826	LOC100131107	0	
1827	TCHHL1	0	
1828	TCHH	0	
1829	RPTN	0	
1830	HRNR	0	
1831	FLG	0	
1832	FLG2	0	
1833	CRNN	0	
1834	LCE5A	0	
1835	CRCT1	0	
1836	LCE3E	0	
1837	LCE3D	0	
1838	LCE3C	0	
1839	LCE3B	0	
1840	LCE3A	0	
1841	LINC00302	0	
1842	LCE2D	0	
1843	LCE2C	0	
1844	LCE2B	0	
1845	LCE2A	0	
1846	LCE4A	0	
1847	C1orf68	0	
1848	KPRP	0	
1849	LCE1F	0	
1850	LCE1E	0	
1851	LCE1D	0	
1852	LCE1C	0	
1853	LCE1B	0	
1854	LCE1A	0	
1855	LCE6A	0	
1856	SMCP	0	
1857	IVL	1	30533158
1858	SPRR4	0	
1859	SPRR1A	0	
1860	SPRR3	0	
1861	SPRR1B	0	
1862	SPRR2D	0	
1863	SPRR2A	0	
1864	SPRR2B	0	
1865	SPRR2E	0	
1866	SPRR2F	0	
1867	SPRR2C	0	
1868	SPRR2G	0	
1869	LOC101928009	0	
1870	LELP1	0	
1871	PRR9	0	
1872	LOR	0	
1873	PGLYRP3	0	
1874	PGLYRP4	0	
1875	S100A9	0	
1876	S100A12	0	
1877	S100A8	0	
1878	S100A7A	0	
1879	S100A7L2	0	
1880	S100A7	0	
1881	S100A6	1	29992263
1882	S100A5	0	
1883	S100A4	1	27938856
1884	LOC101928034	0	
1885	S100A3	0	
1886	S100A2	0	
1887	S100A16	0	
1888	S100A14	0	
1889	S100A13	0	
1890	S100A1	1	21301625
1891	SNAPIN	1	27915047
1892	ILF2	0	
1893	NPR1	0	
1894	MIR8083	0	
1895	INTS3	0	
1896	SLC27A3	0	
1897	LOC343052	0	
1898	DENND4B	0	
1899	CRTC2	0	
1900	SLC39A1	0	
1901	MIR6737	0	
1902	CREB3L4	0	
1903	JTB	0	
1904	RAB13	0	
1905	RPS27	0	
1906	MIR5698	0	
1907	MIR190B	0	
1908	C1orf189	0	
1909	C1orf43	0	
1910	UBAP2L	0	
1911	HAX1	0	
1912	AQP10	0	
1913	ATP8B2	0	
1914	SHE	716	31687070;31666427;31653627;31651255;31607894;31505295;31497175;31494584;31488453;31467736;31467262;31451455;31449595;31434668;31366754;31360576;31355085;31350231;31303938;31277605
1915	TDRD10	0	
1916	UBE2Q1	0	
1917	UBE2Q1-AS1	0	
1918	CHRNB2	0	
1919	ADAR	0	
1920	PMVK	0	
1921	PYGO2	0	
1922	LOC101928120	0	
1923	SHC1	1	26774166
1924	CKS1B	0	
1925	MIR4258	0	
1926	FLAD1	0	
1927	LENEP	0	
1928	ZBTB7B	0	
1929	DCST2	0	
1930	DCST1	0	
1931	DCST1-AS1	0	
1932	ADAM15	1	11839628
1933	EFNA4	0	
1934	EFNA1	0	
1935	SLC50A1	0	
1936	DPM3	0	
1937	KRTCAP2	0	
1938	TRIM46	0	
1939	MUC1	0	
1940	MIR92B	0	
1941	THBS3	0	
1942	MTX1	0	
1943	GBA	1	27576696
1944	FAM189B	0	
1945	SCAMP3	0	
1946	CLK2	0	
1947	HCN3	0	
1948	PKLR	0	
1949	FDPS	0	
1950	RUSC1-AS1	0	
1951	RUSC1	0	
1952	MIR555	0	
1953	POU5F1P4	0	
1954	ASH1L-AS1	0	
1955	YY1AP1	0	
1956	SCARNA26A	0	
1957	DAP3	0	
1958	MSTO2P	0	
1959	GON4L	0	
1960	SCARNA26B	0	
1961	RIT1	0	
1962	KIAA0907	0	
1963	SNORA80E	0	
1964	SCARNA4	0	
1965	RXFP4	0	
1966	ARHGEF2	0	
1967	MIR6738	0	
1968	SSR2	0	
1969	UBQLN4	0	
1970	LAMTOR2	0	
1971	RAB25	0	
1972	MEX3A	0	
1973	SEMA4A	0	
1974	SLC25A44	0	
1975	PMF1	1	27796860
1976	PMF1-BGLAP	0	
1977	BGLAP	0	
1978	PAQR6	0	
1979	TMEM79	0	
1980	GLMP	0	
1981	VHLL	0	
1982	CCT3	0	
1983	TSACC	0	
1984	RHBG	0	
1985	C1orf61	0	
1986	MIR9-1	0	
1987	MEF2D	0	
1988	TTC24	0	
1989	NAXE	0	
1990	GPATCH4	0	
1991	LOC101928177	0	
1992	HAPLN2	0	
1993	BCAN	0	
1994	NES	0	
1995	CRABP2	0	
1996	ISG20L2	0	
1997	RRNAD1	0	
1998	MRPL24	0	
1999	HDGF	0	
2000	SH2D2A	0	
2001	NTRK1	1	29848314
2002	INSRR	0	
2003	PEAR1	0	
2004	ARHGEF11	0	
2005	MIR765	0	
2006	ETV3L	0	
2007	ETV3	0	
2008	CYCSP52	0	
2009	FCRL5	0	
2010	FCRL3	0	
2011	FCRL2	0	
2012	FCRL1	0	
2013	LOC105371458	0	
2014	KIRREL	0	
2015	LINC01704	0	
2016	CD1D	0	
2017	CD1A	1	28871936
2018	CD1C	0	
2019	CD1B	0	
2020	CD1E	0	
2021	OR10T2	0	
2022	OR10K2	0	
2023	OR10K1	0	
2024	OR10R2	0	
2025	OR6Y1	0	
2026	OR6P1	0	
2027	OR10X1	0	
2028	OR10Z1	0	
2029	OR6K2	0	
2030	OR6K3	0	
2031	OR6K6	0	
2032	OR6N1	0	
2033	OR6N2	0	
2034	MNDA	0	
2035	PYHIN1	0	
2036	POP3	0	
2037	AIM2	0	
2038	CADM3	0	
2039	CADM3-AS1	0	
2040	ACKR1	0	
2041	FCER1A	0	
2042	OR10J3	0	
2043	OR10J1	0	
2044	OR10J5	0	
2045	APCS	25	30796567;30049459;29892706;29663455;28705381;27448684;26725845;26611122;26446633;25784993;25533759;22484650;18758086;17434629;17302699;12693501;12450601;12062732;11676946;10532504
2046	CRP	406	31695347;31599164;31597476;31596705;31517456;31391207;31356182;31334310;31307168;31204773;31140334;31104823;31058877;31013225;30977792;30968778;30921230;30916121;30907035;30868443
2047	DUSP23	0	
2048	SLAMF8	0	
2049	C1orf204	0	
2050	VSIG8	0	
2051	CFAP45	0	
2052	MIR4259	0	
2053	TAGLN2	0	
2054	SLAMF9	0	
2055	LINC01133	0	
2056	PIGM	0	
2057	KCNJ9	0	
2058	IGSF8	0	
2059	ATP1A2	0	
2060	ATP1A4	0	
2061	LOC729867	0	
2062	PEA15	0	
2063	DCAF8	0	
2064	PEX19	0	
2065	SUMO1P3	0	
2066	NCSTN	0	
2067	NHLH1	0	
2068	VANGL2	0	
2069	SLAMF6	0	
2070	CD84	0	
2071	SLAMF1	0	
2072	CD48	0	
2073	SLAMF7	0	
2074	LY9	0	
2075	ITLN1	1	26239655
2076	LOC101928372	0	
2077	ITLN2	0	
2078	F11R	0	
2079	TSTD1	0	
2080	USF1	0	
2081	ARHGAP30	0	
2082	NECTIN4	0	
2083	KLHDC9	0	
2084	NIT1	0	
2085	DEDD	0	
2086	UFC1	0	
2087	USP21	0	
2088	PPOX	0	
2089	B4GALT3	0	
2090	ADAMTS4	0	
2091	NDUFS2	0	
2092	FCER1G	0	
2093	APOA2	1	25940230
2094	TOMM40L	0	
2095	MIR5187	0	
2096	NR1I3	0	
2097	PCP4L1	0	
2098	MPZ	0	
2099	SDHC	0	
2100	CFAP126	0	
2101	HSPA6	0	
2102	FCGR3A	0	
2103	FCGR2C	0	
2104	HSPA7	0	
2105	FCGR3B	0	
2106	FCGR2B	0	
2107	RPL31P11	0	
2108	FCRLA	0	
2109	FCRLB	0	
2110	DUSP12	0	
2111	OLFML2B	0	
2112	MIR4654	0	
2113	MIR556	0	
2114	SPATA46	0	
2115	C1orf226	0	
2116	SH2D1B	0	
2117	UHMK1	0	
2118	UAP1	0	
2119	HSD17B7	0	
2120	CCDC190	0	
2121	RGS4	6	26088132;23583240;22754542;22707940;22685433;19966055
2122	LOC101928404	0	
2123	LOC100422212	0	
2124	LOC100505795	0	
2125	LRRC52	0	
2126	MGST3	0	
2127	ALDH9A1	0	
2128	TMCO1	0	
2129	LOC100147773	0	
2130	MIR3658	0	
2131	MIR921	0	
2132	POGK	0	
2133	TADA1	0	
2134	ILDR2	0	
2135	GPA33	0	
2136	DUSP27	0	
2137	LINC01363	0	
2138	CD247	0	
2139	CREG1	0	
2140	MPZL1	0	
2141	ADCY10	0	
2142	MIR1255B2	0	
2143	GPR161	0	
2144	SFT2D2	0	
2145	ANKRD36BP1	0	
2146	TBX19	0	
2147	MIR557	0	
2148	LOC100505918	0	
2149	LOC101928565	0	
2150	XCL2	0	
2151	XCL1	0	
2152	LINC00626	0	
2153	LOC101928596	0	
2154	CCDC181	0	
2155	SLC19A2	0	
2156	F5	1	20082208
2157	SELP	0	
2158	SELL	1	26157465
2159	SELE	0	
2160	METTL18	0	
2161	C1orf112	0	
2162	SCYL3	0	
2163	MIR3119-2	0	
2164	MIR3119-1	0	
2165	LINC01142	1	29050564
2166	LOC101928650	0	
2167	GORAB	0	
2168	FMO3	0	
2169	MIR1295A	0	
2170	MIR1295B	0	
2171	FMO6P	0	
2172	FMO1	0	
2173	TOP1P1	0	
2174	PRRC2C	0	
2175	MYOC	0	
2176	METTL13	0	
2177	DNM3-IT1	0	
2178	DNM3OS	0	
2179	MIR214	0	
2180	MIR3120	0	
2181	MIR199A2	0	
2182	C1orf105	0	
2183	PIGC	0	
2184	SUCO	0	
2185	FASLG	1	29676832
2186	TNFSF4	0	
2187	PRDX6	0	
2188	ANKRD45	0	
2189	LOC730159	0	
2190	KLHL20	0	
2191	CENPL	0	
2192	GAS5-AS1	0	
2193	GAS5	2	31539152;30478836
2194	SNORD81	0	
2195	SNORD47	0	
2196	SNORD80	0	
2197	SNORD79	0	
2198	SNORD78	0	
2199	SNORD44	1	28117343
2200	SNORA103	0	
2201	SNORD77	0	
2202	SNORD76	0	
2203	SNORD75	0	
2204	SNORD74	0	
2205	ZBTB37	0	
2206	SERPINC1	0	
2207	LOC102724601	0	
2208	GPR52	0	
2209	LOC101928696	0	
2210	MRPS14	0	
2211	KIAA0040	0	
2212	LINC01657	0	
2213	SCARNA3	0	
2214	MIR488	0	
2215	LINC01645	0	
2216	LINC01741	0	
2217	SEC16B	0	
2218	RASAL2-AS1	0	
2219	TEX35	0	
2220	C1orf220	0	
2221	MIR4424	0	
2222	ANGPTL1	0	
2223	TOR3A	0	
2224	NPHS2	0	
2225	TOR1AIP1	0	
2226	QSOX1	0	
2227	FLJ23867	0	
