Pvalue.pair	Statistic.pair	mean1.pair	mean2.pair	SD1.pair	SD2.pair	FDR.pair	Pvalue.single	Statistic.single	mean1.single	mean2.single	SD1.single	SD2.single	FDR.single	V1	V2	V3	V4	V5	V6	V7
4.540477e-07	0.228	0.314	0.087	0.276	0.035	2.769022e-06	1.365802e-29	0.16	0.247	0.087	0.236	0.035	7.189038e-29	chr14	100625756	100625757	cg00890257	DEGS2	Island	II
6.627871e-08	0.217	0.356	0.139	0.239	0.03	5.056765e-07	1.411738e-46	0.195	0.334	0.139	0.218	0.03	1.509965e-45	chr2	177029921	177029922	cg00893471	HOXD3	Island	II
2.754379e-12	0.268	0.374	0.106	0.209	0.029	9.766456e-11	2.859987e-50	0.211	0.317	0.106	0.225	0.029	3.669034e-49	chr8	82193472	82193473	cg00896540	FABP5	Island	II
3.832882e-06	0.163	0.192	0.028	0.223	0.015	1.861635e-05	2.863412e-28	0.132	0.161	0.028	0.212	0.015	1.431381e-27	chr7	107302271	107302272	cg00906644	SLC26A4	Island	I
1.000236e-08	0.234	0.308	0.074	0.239	0.02	9.713814e-08	2.872177e-64	0.216	0.29	0.074	0.199	0.02	8.430807e-63	chr8	67874250	67874251	cg00909646	cg00909646	Island	II
1.060359e-14	0.318	0.45	0.132	0.212	0.044	1.040305e-12	1.579997e-55	0.254	0.387	0.132	0.238	0.044	2.690955e-54	chr8	91997810	91997811	cg00914041	cg00914041	Island	II
7.034645e-13	0.401	0.442	0.041	0.297	0.017	3.183474e-11	1.273399e-80	0.394	0.436	0.041	0.31	0.017	1.381777e-78	chr1	14026584	14026585	cg00922376	PRDM2	Island	I
2.673235e-14	0.321	0.462	0.141	0.205	0.061	2.19208e-12	4.984304e-56	0.287	0.428	0.141	0.211	0.061	8.737699e-55	chr2	198651498	198651499	cg00926400	BOLL	Island	I
3.257175e-05	0.152	0.187	0.035	0.235	0.014	0.000127771	3.90018e-25	0.124	0.159	0.035	0.213	0.014	1.731094e-24	chr17	66286993	66286994	cg00940786	ARSG	Island	I
2.838718e-08	0.295	0.33	0.035	0.318	0.007	2.409027e-07	1.616648e-46	0.271	0.305	0.035	0.318	0.007	1.724475e-45	chr17	74533976	74533977	cg00958884	CYGB	Island	I
1.830933e-08	0.258	0.519	0.261	0.272	0.151	1.644932e-07	1.544033e-14	0.229	0.49	0.261	0.25	0.151	4.465733e-14	chr17	80709150	80709151	cg00960700	TBCD	Island	I
8.520367e-09	0.198	0.22	0.022	0.2	0.029	8.462567e-08	3.333236e-34	0.151	0.173	0.022	0.205	0.029	2.093726e-33	chr1	179712281	179712282	cg00962913	FAM163A	Island	I
2.884455e-08	0.248	0.326	0.079	0.255	0.034	2.442973e-07	1.243947e-46	0.216	0.294	0.079	0.24	0.034	1.333524e-45	chr1	50513927	50513928	cg00963169	ELAVL4	Island	I
4.748998e-07	0.228	0.287	0.059	0.277	0.027	2.881564e-06	1.923779e-43	0.211	0.27	0.059	0.253	0.027	1.780279e-42	chr14	37125914	37125915	cg00970313	PAX9	N_Shore	I
3.245052e-08	0.231	0.323	0.092	0.244	0.04	2.707446e-07	2.58011e-42	0.215	0.307	0.092	0.25	0.04	2.267896e-41	chr17	40573764	40573765	cg00971050	PTRF	Island	I
5.575259e-10	0.27	0.374	0.105	0.238	0.042	8.230515e-09	3.419076e-34	0.175	0.279	0.105	0.224	0.042	2.146556e-33	chr7	48075316	48075317	cg00974941	C7orf57	Island	I
9.152315e-06	0.161	0.188	0.027	0.231	0.016	4.073026e-05	2.454618e-38	0.166	0.193	0.027	0.219	0.016	1.822864e-37	chr5	38258333	38258334	cg00984146	EGFLAM	Island	I
3.134536e-06	0.179	0.219	0.039	0.241	0.023	1.555739e-05	1.010316e-33	0.148	0.187	0.039	0.207	0.023	6.216707e-33	chr12	75601465	75601466	cg00986824	KCNC2	Island	I
1.423287e-06	0.167	0.212	0.045	0.218	0.037	7.673339e-06	8.046374e-30	0.149	0.194	0.045	0.211	0.037	4.271967e-29	chr1	179555635	179555636	cg00988148	cg00988148	Island	I
3.793131e-10	0.252	0.319	0.068	0.224	0.03	5.941572e-09	3.651542e-49	0.203	0.27	0.068	0.218	0.03	4.433352e-48	chr1	67773175	67773176	cg00993824	IL12RB2	N_Shore	I
3.752355e-08	0.211	0.293	0.082	0.229	0.018	3.074933e-07	8.684905e-43	0.17	0.251	0.082	0.207	0.018	7.801209e-42	chr3	142838847	142838848	cg00995327	CHST2	Island	II
8.209069e-06	0.169	0.542	0.372	0.222	0.099	3.694394e-05	8.22763e-18	0.181	0.554	0.372	0.22	0.099	2.735051e-17	chr16	2892766	2892767	cg01006802	TMPRSS8	Island	I
6.908657e-08	0.243	0.293	0.05	0.271	0.013	5.245226e-07	8.285686e-48	0.211	0.261	0.05	0.242	0.013	9.39795e-47	chr9	87283470	87283471	cg01009697	NTRK2	Island	II
3.622841e-05	0.161	0.199	0.038	0.255	0.016	0.0001405767	1.201608e-29	0.159	0.197	0.038	0.247	0.016	6.33666e-29	chr1	51810627	51810628	cg01016553	TTC39A	Island	I
1.827118e-06	0.184	0.207	0.023	0.243	0.006	9.591219e-06	4.899004e-33	0.159	0.181	0.023	0.233	0.006	2.937259e-32	chr1	110673082	110673083	cg01016662	cg01016662	Island	I
5.338178e-06	0.203	0.357	0.154	0.282	0.082	2.507252e-05	9.988761e-17	0.162	0.315	0.154	0.268	0.082	3.174712e-16	chr4	146654614	146654615	cg01022871	cg01022871	Island	II
1.267219e-06	0.161	0.204	0.043	0.217	0.035	6.91381e-06	1.001603e-32	0.153	0.196	0.043	0.206	0.035	5.937732e-32	chr12	111473208	111473209	cg01032359	CUX2	Island	I
5.797922e-06	0.176	0.242	0.066	0.245	0.018	2.700163e-05	4.473084e-31	0.138	0.204	0.066	0.207	0.018	2.490801e-30	chr4	90758529	90758530	cg01035160	SNCA	Island	II
1.001594e-06	0.235	0.301	0.065	0.288	0.049	5.606698e-06	2.539842e-33	0.199	0.265	0.065	0.259	0.049	1.539527e-32	chr19	21646470	21646471	cg01048962	cg01048962	Island	I
6.712797e-06	0.169	0.213	0.044	0.238	0.022	3.080412e-05	8.628458e-29	0.131	0.175	0.044	0.203	0.022	4.403621e-28	chr5	180100963	180100964	cg01054478	cg01054478	Island	I
1.104089e-09	0.267	0.328	0.061	0.262	0.049	1.471171e-08	3.170935e-42	0.229	0.29	0.061	0.256	0.049	2.774726e-41	chr3	129324501	129324502	cg01060026	PLXND1	Island	I
5.843899e-07	0.196	0.234	0.039	0.238	0.034	3.466369e-06	1.316369e-33	0.161	0.2	0.039	0.217	0.034	8.06484e-33	chr5	41870081	41870082	cg01060059	OXCT1	Island	I
1.650763e-08	0.273	0.334	0.061	0.293	0.06	1.50301e-07	1.111642e-39	0.252	0.314	0.061	0.284	0.06	8.721056e-39	chr22	37815870	37815871	cg01076997	ELFN2	Island	I
3.87598e-05	0.172	0.218	0.046	0.248	0.086	0.0001494359	5.012069e-14	0.138	0.184	0.046	0.224	0.086	1.41592e-13	chr5	170739179	170739180	cg01088410	cg01088410	Island	I
1.677089e-07	0.234	0.292	0.058	0.27	0.02	1.145255e-06	2.586709e-34	0.174	0.233	0.058	0.246	0.02	1.631793e-33	chr1	118727908	118727909	cg01105494	SPAG17	Island	I
1.833056e-11	0.297	0.425	0.128	0.233	0.035	4.703047e-10	4.22594e-63	0.264	0.392	0.128	0.238	0.035	1.146559e-61	chr6	391189	391190	cg01108118	IRF4	Island	II
1.229908e-08	0.192	0.24	0.048	0.196	0.02	1.162919e-07	3.696749e-44	0.151	0.199	0.048	0.179	0.02	3.534723e-43	chr3	140660457	140660458	cg01108219	SLC25A36	Island	I
2.362847e-15	0.299	0.643	0.343	0.168	0.105	3.106011e-13	4.634136e-27	0.266	0.609	0.343	0.19	0.105	2.212148e-26	chr7	151330008	151330009	cg01108370	PRKAG2	NA	II
2.902411e-11	0.325	0.473	0.148	0.264	0.053	6.876321e-10	1.995112e-55	0.297	0.445	0.148	0.273	0.053	3.377186e-54	chr19	38852805	38852806	cg01112965	CATSPERG	Island	II
1.3597e-08	0.194	0.232	0.038	0.201	0.012	1.268024e-07	9.221294e-39	0.129	0.167	0.038	0.169	0.012	6.964459e-38	chr6	109776195	109776196	cg01125227	MICAL1	Island	II
1.75007e-05	0.175	0.216	0.041	0.261	0.018	7.299761e-05	3.904249e-32	0.167	0.208	0.041	0.246	0.018	2.263572e-31	chr2	19558808	19558809	cg01128642	OSR1	S_Shore	I
3.230449e-07	0.175	0.442	0.267	0.196	0.08	2.047705e-06	4.174799e-15	0.136	0.403	0.267	0.213	0.08	1.237736e-14	chr8	10592118	10592119	cg01131038	cg01131038	S_Shore	I
1.82573e-10	0.222	0.397	0.175	0.192	0.057	3.217673e-09	4.465246e-33	0.181	0.356	0.175	0.195	0.057	2.681416e-32	chr5	158527707	158527708	cg01135780	EBF1	Island	I
4.08255e-08	0.215	0.289	0.075	0.227	0.046	3.311058e-07	3.098309e-35	0.183	0.258	0.075	0.224	0.046	2.027363e-34	chr4	40751845	40751846	cg01143804	NSUN7	Island	I
2.033228e-06	0.208	0.239	0.031	0.273	0.018	1.055039e-05	2.760527e-35	0.174	0.205	0.031	0.243	0.018	1.80955e-34	chr10	17270601	17270602	cg01154046	VIM	Island	I
2.607878e-05	0.186	0.222	0.035	0.284	0.014	0.0001045286	7.448009e-33	0.186	0.222	0.035	0.273	0.014	4.435933e-32	chr14	95235125	95235126	cg01163842	GSC	Island	I
1.313692e-07	0.222	0.297	0.075	0.256	0.036	9.239233e-07	2.152147e-31	0.173	0.248	0.075	0.246	0.036	1.212901e-30	chr10	8095687	8095688	cg01166071	FLJ45983	Island	I
8.570119e-09	0.173	0.429	0.256	0.166	0.046	8.505799e-08	2.209897e-31	0.145	0.402	0.256	0.169	0.046	1.244792e-30	chr21	46334214	46334215	cg01167274	ITGB2	NA	II
1.459147e-05	0.202	0.363	0.161	0.289	0.051	6.193915e-05	1.473636e-23	0.164	0.325	0.161	0.263	0.051	6.162946e-23	chr5	139284498	139284499	cg01167755	NRG2	S_Shore	I
7.756235e-11	0.32	0.439	0.12	0.279	0.056	1.560075e-09	2.189597e-40	0.236	0.356	0.12	0.261	0.056	1.769229e-39	chr19	12203315	12203316	cg01172903	ZNF788	Island	II
1.051694e-08	0.191	0.29	0.1	0.19	0.037	1.014885e-07	8.909284e-37	0.158	0.258	0.1	0.193	0.037	6.201395e-36	chr1	247495818	247495819	cg01184522	ZNF496	Island	II
1.905344e-05	0.201	0.326	0.124	0.295	0.053	7.877656e-05	9.822075e-14	0.111	0.236	0.124	0.238	0.053	2.739853e-13	chr19	6531016	6531017	cg01186777	TNFSF9	Island	II
1.579295e-05	0.191	0.346	0.155	0.259	0.084	6.651957e-05	1.860185e-17	0.167	0.322	0.155	0.26	0.084	6.094367e-17	chr13	28491615	28491616	cg01193690	cg01193690	Island	II
3.240378e-08	0.237	0.272	0.035	0.263	0.029	2.704063e-07	5.766975e-51	0.224	0.259	0.035	0.239	0.029	7.659101e-50	chr8	687384	687385	cg01200640	cg01200640	Island	I
1.544737e-05	0.151	0.2	0.05	0.219	0.023	6.52124e-05	8.719548e-24	0.109	0.158	0.05	0.187	0.023	3.678993e-23	chr10	8096368	8096369	cg01224891	FLJ45983	Island	I
4.640834e-08	0.219	0.302	0.083	0.24	0.034	3.702431e-07	3.428474e-43	0.188	0.271	0.083	0.216	0.034	3.13588e-42	chr5	54527190	54527191	cg01230355	CCNO	N_Shore	I
6.429865e-07	0.249	0.317	0.068	0.303	0.034	3.773366e-06	3.174112e-26	0.163	0.23	0.068	0.263	0.034	1.467661e-25	chr6	27101633	27101634	cg01244650	HIST1H2BJ	S_Shore	I
2.794073e-05	0.165	0.308	0.143	0.243	0.046	0.0001112191	2.370915e-14	0.101	0.245	0.143	0.213	0.046	6.800719e-14	chr7	97501918	97501919	cg01245656	ASNS	Island	II
3.190571e-11	0.261	0.284	0.023	0.216	0.004	7.432907e-10	2.325131e-70	0.233	0.256	0.023	0.204	0.004	1.059483e-68	chr7	6703708	6703709	cg01246835	cg01246835	Island	I
4.208403e-08	0.193	0.336	0.143	0.209	0.046	3.399692e-07	3.246895e-18	0.108	0.251	0.143	0.188	0.046	1.098031e-17	chr5	10564690	10564691	cg01259029	ANKRD33B	Island	II
2.905868e-08	0.235	0.252	0.017	0.253	0.006	2.459162e-07	3.089302e-42	0.174	0.192	0.017	0.218	0.006	2.704906e-41	chr12	66583029	66583030	cg01263292	IRAK3	Island	I
2.397151e-12	0.287	0.347	0.06	0.216	0.04	8.713543e-11	1.818911e-44	0.195	0.255	0.06	0.21	0.04	1.764968e-43	chr19	53141620	53141621	cg01268683	ZNF83	Island	I
3.264915e-06	0.163	0.193	0.031	0.22	0.016	1.613272e-05	1.198246e-32	0.139	0.17	0.031	0.203	0.016	7.08291e-32	chr5	139228062	139228063	cg01278596	NRG2	Island	I
4.885161e-06	0.189	0.302	0.113	0.255	0.049	2.314791e-05	4.198936e-45	0.269	0.382	0.113	0.298	0.049	4.191369e-44	chr11	66034963	66034964	cg01280128	KLC2	Island	I
1.54762e-12	0.291	0.378	0.087	0.226	0.042	6.074305e-11	8.62554e-74	0.271	0.358	0.087	0.193	0.042	5.154307e-72	chr1	47882686	47882687	cg01281911	FOXE3	Island	I
1.708044e-06	0.212	0.246	0.034	0.278	0.024	9.029584e-06	3.205116e-28	0.145	0.179	0.034	0.228	0.024	1.598864e-27	chr5	135266135	135266136	cg01283246	FBXL21	Island	I
7.496459e-06	0.161	0.238	0.077	0.223	0.054	3.404172e-05	1.494368e-22	0.145	0.222	0.077	0.221	0.054	6.012402e-22	chr4	141488964	141488965	cg01283834	UCP1	N_Shore	I
6.018937e-07	0.183	0.276	0.094	0.229	0.023	3.55824e-06	6.207211e-40	0.164	0.258	0.094	0.206	0.023	4.922136e-39	chr12	48397872	48397873	cg01291404	COL2A1	N_Shore	II
2.121635e-06	0.201	0.304	0.103	0.246	0.077	1.09606e-05	3.926608e-18	0.151	0.254	0.103	0.218	0.077	1.323264e-17	chr11	2905554	2905555	cg01294058	CDKN1C	Island	I
9.088497e-12	0.346	0.38	0.035	0.275	0.026	2.628047e-10	3.379355e-74	0.312	0.347	0.035	0.259	0.027	2.087731e-72	chr10	134600680	134600681	cg01303723	NKX6-2	Island	I
2.138089e-07	0.276	0.322	0.046	0.322	0.032	1.419842e-06	2.173127e-30	0.188	0.234	0.046	0.28	0.032	1.179315e-29	chrX	13956720	13956721	cg01310267	GPM6B	Island	I
3.222798e-06	0.164	0.212	0.048	0.221	0.029	1.594331e-05	8.989527e-34	0.142	0.19	0.048	0.192	0.029	5.543693e-33	chr5	43040590	43040591	cg01313313	C5orf39	Island	I
2.96788e-10	0.253	0.295	0.042	0.223	0.023	4.830382e-09	1.325958e-37	0.172	0.214	0.042	0.227	0.023	9.550896e-37	chr15	44487547	44487548	cg01340435	FRMD5	Island	I
2.82438e-08	0.258	0.404	0.146	0.279	0.088	2.398504e-07	7.120755e-27	0.233	0.378	0.146	0.27	0.088	3.375723e-26	chr17	54912143	54912144	cg01344452	DGKE	Island	II
4.246732e-05	0.168	0.244	0.076	0.26	0.082	0.0001621828	1.159771e-14	0.143	0.219	0.076	0.245	0.082	3.373194e-14	chr15	99645227	99645228	cg01348004	SYNM	Island	I
8.074056e-08	0.189	0.341	0.152	0.205	0.06	6.017445e-07	6.577721e-15	0.116	0.268	0.152	0.217	0.06	1.933922e-14	chr17	33700757	33700758	cg01348733	SLFN11	Island	I
8.219752e-12	0.246	0.311	0.066	0.201	0.024	2.417073e-10	4.307039e-56	0.203	0.269	0.066	0.204	0.024	7.575236e-55	chr3	140660569	140660570	cg01351041	SLC25A36	Island	II
1.127777e-07	0.276	0.325	0.049	0.312	0.038	8.074787e-07	7.636488e-44	0.234	0.283	0.049	0.27	0.038	7.195474e-43	chr7	27285563	27285564	cg01357429	EVX1	Island	I
4.877375e-10	0.265	0.347	0.082	0.231	0.06	7.356274e-09	4.47491e-39	0.221	0.303	0.082	0.223	0.06	3.421998e-38	chr3	140660572	140660573	cg01362570	SLC25A36	Island	II
1.07277e-05	0.168	0.335	0.167	0.212	0.105	4.696697e-05	1.419986e-13	0.152	0.32	0.167	0.194	0.105	3.932557e-13	chr5	42952307	42952308	cg01366595	cg01366595	Island	II
5.196628e-08	0.233	0.326	0.093	0.254	0.071	4.083573e-07	7.025283e-29	0.202	0.295	0.093	0.236	0.071	3.597198e-28	chr1	7764737	7764738	cg01373292	CAMTA1	Island	I
1.141434e-11	0.377	0.468	0.092	0.301	0.056	3.166728e-10	3.066154e-68	0.36	0.451	0.091	0.282	0.056	1.192221e-66	chr3	138666144	138666145	cg01379240	C3orf72	Island	I
9.387358e-09	0.181	0.777	0.596	0.186	0.114	9.194105e-08	5.323102e-10	0.132	0.728	0.596	0.2	0.114	1.241963e-09	chr15	65341703	65341704	cg01393327	OSTBETA	NA	I
4.968283e-07	0.211	0.37	0.159	0.25	0.067	2.99909e-06	6.637351e-25	0.18	0.339	0.159	0.245	0.067	2.921985e-24	chr17	26120702	26120703	cg01396112	NOS2	Island	I
3.955004e-07	0.242	0.352	0.11	0.277	0.072	2.449512e-06	1.459884e-25	0.193	0.303	0.11	0.25	0.072	6.585673e-25	chr13	36919819	36919820	cg01404317	SPG20	Island	II
2.725907e-06	0.153	0.247	0.094	0.198	0.029	1.372605e-05	3.108004e-25	0.102	0.196	0.094	0.158	0.029	1.384545e-24	chr6	5999721	5999722	cg01410163	NRN1	Island	II
8.412645e-10	0.306	0.339	0.032	0.282	0.026	1.168041e-08	2.065893e-62	0.271	0.303	0.032	0.255	0.026	5.377418e-61	chr2	162283705	162283706	cg01419831	cg01419831	Island	I
4.651946e-08	0.214	0.292	0.078	0.232	0.049	3.709914e-07	9.424387e-40	0.212	0.29	0.078	0.24	0.049	7.413446e-39	chr1	41832032	41832033	cg01420426	cg01420426	Island	I
1.397914e-07	0.207	0.235	0.028	0.24	0.016	9.762573e-07	3.867052e-45	0.19	0.219	0.028	0.226	0.016	3.865637e-44	chr1	111217575	111217576	cg01423964	KCNA3	Island	I
1.45164e-06	0.216	0.272	0.056	0.279	0.016	7.80866e-06	1.113847e-40	NA	NA	0.056	NA	0.016	9.111589e-40	chr2	182542864	182542865	cg01431993	NEUROD1	NA	I
5.899236e-08	0.261	0.314	0.053	0.286	0.026	4.564063e-07	4.528409e-40	0.201	0.254	0.053	0.255	0.026	3.610775e-39	chr10	99610084	99610085	cg01435344	GOLGA7B	Island	I
1.21654e-08	0.205	0.665	0.461	0.196	0.063	1.151874e-07	1.879039e-29	0.182	0.643	0.461	0.207	0.063	9.832106e-29	chr17	59480470	59480471	cg01438365	TBX2	Island	I
2.860803e-10	0.294	0.359	0.065	0.27	0.031	4.68305e-09	4.425669e-69	0.292	0.356	0.065	0.251	0.031	1.8297e-67	chr1	119543336	119543337	cg01439876	cg01439876	Island	I
1.478843e-05	0.159	0.36	0.201	0.239	0.045	6.269736e-05	5.361758e-22	0.131	0.333	0.201	0.214	0.045	2.111002e-21	chr5	43018002	43018003	cg01442257	cg01442257	Island	II
5.099402e-08	0.222	0.265	0.044	0.244	0.023	4.016353e-07	1.221378e-40	0.177	0.221	0.044	0.222	0.023	9.971864e-40	chr7	72847976	72847977	cg01445942	FZD9	Island	I
2.094709e-16	0.412	0.474	0.062	0.233	0.024	4.689886e-14	2.202395e-112	0.379	0.441	0.062	0.225	0.024	9.801029e-109	chr7	6703803	6703804	cg01447112	cg01447112	Island	I
4.252961e-06	0.168	0.247	0.08	0.228	0.036	2.043986e-05	8.210461e-31	0.149	0.228	0.08	0.208	0.036	4.527751e-30	chr8	54793566	54793567	cg01450642	RGS20	Island	I
3.065733e-05	0.177	0.24	0.063	0.271	0.022	0.0001209284	5.819713e-29	0.127	0.19	0.063	0.196	0.021	2.989759e-28	chr1	119550803	119550804	cg01466288	cg01466288	Island	II
2.816137e-07	0.199	0.307	0.109	0.228	0.041	1.813497e-06	1.6368e-41	0.197	0.306	0.109	0.225	0.041	1.387317e-40	chr1	213123897	213123898	cg01485998	VASH2	Island	II
1.480842e-11	0.294	0.474	0.18	0.234	0.059	3.93525e-10	5.718966e-48	0.254	0.434	0.18	0.229	0.059	6.538732e-47	chr6	26550804	26550805	cg01490894	cg01490894	Island	II
7.39707e-06	0.193	0.224	0.031	0.273	0.021	3.363474e-05	6.896656e-41	0.223	0.254	0.031	0.282	0.021	5.693522e-40	chr18	10454681	10454682	cg01499217	APCDD1	Island	I
6.827869e-07	0.189	0.226	0.038	0.231	0.026	3.981156e-06	2.492109e-35	0.171	0.209	0.038	0.233	0.026	1.636335e-34	chr16	77246968	77246969	cg01504555	SYCE1L	Island	I
1.384535e-07	0.155	0.179	0.024	0.177	0.006	9.679892e-07	2.863427e-41	0.142	0.166	0.024	0.18	0.006	2.402303e-40	chr20	25129184	25129185	cg01505767	LOC284798	Island	I
8.428917e-08	0.193	0.252	0.059	0.214	0.015	6.250162e-07	9.049455e-41	0.142	0.201	0.059	0.179	0.015	7.431879e-40	chr6	105584780	105584781	cg01513081	BVES	Island	II
3.029054e-07	0.205	0.463	0.258	0.248	0.056	1.935253e-06	3.107902e-19	0.133	0.391	0.258	0.22	0.056	1.095719e-18	chr17	78978395	78978396	cg01521106	cg01521106	Island	II
2.242477e-05	0.164	0.21	0.046	0.247	0.009	9.123344e-05	3.984655e-27	0.127	0.173	0.046	0.21	0.009	1.906639e-26	chr11	2290615	2290616	cg01522243	ASCL2	Island	II
4.858167e-08	0.207	0.563	0.356	0.254	0.11	3.853e-07	4.013946e-19	0.211	0.567	0.356	0.241	0.11	1.409183e-18	chr10	82116571	82116572	cg01527459	DYDC2	Island	I
7.996984e-15	0.396	0.582	0.186	0.244	0.089	8.278425e-13	1.189215e-53	0.413	0.599	0.186	0.225	0.089	1.823415e-52	chr6	30095728	30095729	cg01528052	cg01528052	S_Shore	I
4.322318e-13	0.346	0.404	0.058	0.251	0.044	2.137494e-11	1.788308e-73	0.31	0.369	0.058	0.237	0.044	1.040068e-71	chr8	140715557	140715558	cg01532168	KCNK9	Island	I
1.388742e-05	0.156	0.244	0.088	0.229	0.04	5.924197e-05	1.047388e-13	0.09	0.177	0.088	0.197	0.04	2.917686e-13	chr6	27101662	27101663	cg01533108	HIST1H2BJ	S_Shore	I
2.679483e-09	0.283	0.322	0.039	0.275	0.018	3.132192e-08	3.533537e-54	0.257	0.296	0.039	0.27	0.018	5.582411e-53	chr6	153452320	153452321	cg01535733	RGS17	Island	I
1.510819e-05	0.194	0.225	0.032	0.284	0.013	6.3912e-05	1.803056e-23	0.117	0.149	0.032	0.211	0.013	7.515944e-23	chr21	34442534	34442535	cg01543173	OLIG1	Island	I
6.50373e-05	0.158	0.203	0.045	0.259	0.017	0.0002381806	7.527152e-23	0.124	0.17	0.045	0.225	0.017	3.062584e-22	chr14	105993579	105993580	cg01545587	TMEM121	Island	I
1.366188e-08	0.276	0.397	0.122	0.264	0.085	1.273534e-07	2.804995e-30	0.24	0.362	0.122	0.244	0.085	1.515697e-29	chr10	22625874	22625875	cg01553209	cg01553209	Island	II
1.554561e-08	0.219	0.28	0.061	0.223	0.053	1.425083e-07	2.78106e-44	0.222	0.284	0.061	0.216	0.053	2.675055e-43	chr14	103655568	103655569	cg01556502	cg01556502	Island	I
4.8001e-09	0.306	0.386	0.08	0.31	0.036	5.156159e-08	5.662719e-50	0.268	0.349	0.08	0.289	0.036	7.158192e-49	chr3	157823089	157823090	cg01557547	SHOX2	Island	I
3.187549e-07	0.179	0.195	0.016	0.215	0.004	2.023621e-06	8.526632e-35	0.135	0.15	0.016	0.191	0.004	5.480527e-34	chr1	107684059	107684060	cg01559617	NTNG1	Island	I
4.950197e-11	0.299	0.376	0.077	0.256	0.024	1.07248e-09	3.386428e-67	0.292	0.369	0.077	0.262	0.024	1.215557e-65	chr6	26271816	26271817	cg01563704	HIST1H3G	N_Shore	II
3.486006e-10	0.326	0.362	0.036	0.3	0.042	5.534029e-09	1.309342e-57	0.311	0.347	0.036	0.3	0.042	2.519602e-56	chr4	42399851	42399852	cg01565320	SHISA3	Island	I
1.435154e-05	0.182	0.242	0.06	0.267	0.021	6.103056e-05	7.006439e-30	0.15	0.211	0.06	0.23	0.021	3.728042e-29	chr9	99540614	99540615	cg01565690	ZNF510	S_Shore	II
6.867688e-10	0.183	0.441	0.258	0.171	0.077	9.825353e-09	6.613769e-21	0.161	0.419	0.258	0.19	0.077	2.493107e-20	chr11	63828762	63828763	cg01566127	MACROD1	NA	I
5.235847e-05	0.194	0.266	0.072	0.303	0.033	0.0001957629	3.275922e-22	0.15	0.222	0.072	0.268	0.033	1.301239e-21	chr1	32180356	32180357	cg01566260	cg01566260	Island	I
1.050404e-17	0.598	0.677	0.079	0.327	0.033	4.727594e-15	1.229545e-105	NA	NA	0.079	NA	0.032	2.244146e-102	chr8	104512858	104512859	cg01566592	RIMS2	Island	I
5.585796e-09	0.29	0.34	0.05	0.29	0.012	5.877313e-08	4.925422e-58	0.268	0.318	0.05	0.269	0.012	9.720401e-57	chr2	45029908	45029909	cg01576677	cg01576677	Island	I
2.398916e-09	0.223	0.24	0.017	0.217	0.006	2.846992e-08	6.532721e-55	0.186	0.203	0.017	0.195	0.006	1.073914e-53	chr11	64481018	64481019	cg01579950	NRXN2	Island	I
2.19922e-05	0.173	0.222	0.05	0.254	0.025	8.966976e-05	1.085941e-25	0.13	0.18	0.05	0.215	0.025	4.921315e-25	chr4	74810017	74810018	cg01589129	cg01589129	Island	I
2.704902e-05	0.182	0.211	0.029	0.281	0.011	0.000108023	2.945552e-21	0.127	0.155	0.029	0.243	0.011	1.126395e-20	chr11	122753443	122753444	cg01591431	C11orf63	Island	I
8.040255e-09	0.257	0.275	0.019	0.264	0.025	8.044419e-08	6.140144e-66	0.281	0.3	0.019	0.255	0.025	2.01466e-64	chr19	49127506	49127507	cg01597066	SPHK2	Island	I
1.206921e-07	0.195	0.228	0.032	0.222	0.011	8.573412e-07	2.871953e-48	0.17	0.202	0.032	0.193	0.011	3.332201e-47	chr19	58038689	58038690	cg01601746	ZNF549	Island	I
3.168439e-07	0.247	0.31	0.063	0.296	0.009	2.013038e-06	8.158279e-46	0.211	0.274	0.063	0.25	0.009	8.414606e-45	chr8	41755140	41755141	cg01616178	ANK1	Island	I
1.016532e-06	0.241	0.29	0.049	0.305	0.024	5.680683e-06	7.802416e-31	0.169	0.218	0.049	0.253	0.024	4.306628e-30	chr19	53696649	53696650	cg01620580	ZNF665	Island	I
7.476059e-07	0.184	0.439	0.255	0.212	0.096	4.318727e-06	1.603066e-16	0.163	0.417	0.255	0.181	0.096	5.051422e-16	chr5	42993978	42993979	cg01626434	cg01626434	N_Shore	II
6.283241e-06	0.193	0.353	0.16	0.253	0.063	2.902158e-05	6.951557e-24	0.175	0.335	0.16	0.255	0.063	2.943224e-23	chr14	37125531	37125532	cg01627823	PAX9	Island	I
1.243146e-07	0.26	0.331	0.071	0.291	0.052	8.798074e-07	2.673704e-45	0.262	0.333	0.071	0.281	0.052	2.692843e-44	chr17	43339512	43339513	cg01627847	LOC100133991	Island	I
6.74221e-07	0.212	0.35	0.138	0.257	0.061	3.936658e-06	2.059861e-23	0.164	0.303	0.138	0.239	0.061	8.567936e-23	chr17	42386326	42386327	cg01635086	RUNDC3A	Island	II
4.301577e-09	0.301	0.349	0.048	0.3	0.045	4.696505e-08	4.714364e-57	0.3	0.348	0.048	0.287	0.045	8.785971e-56	chr11	20618250	20618251	cg01642521	cg01642521	Island	I
3.404839e-08	0.257	0.32	0.064	0.251	0.105	2.821917e-07	1.517548e-26	0.259	0.323	0.064	0.234	0.105	7.104162e-26	chr15	83316734	83316735	cg01645753	CPEB1	Island	I
