region	group	GSI
chr1:8658210-8658272	Thymus	0.716001004
chr20:57426367-57426428	Liver	0.715966256
chr8:30300121-30300154	Thymus	0.715914316
chr6:42335118-42335230	Thymus	0.715852409
chr12:6473274-6473310	Vessel	0.715807042
chr3:192125903-192126003	Pancreas	0.715717911
chr22:39631293-39631335	Ovary	0.715632972
chr20:57430183-57430264	Liver	0.715595146
chr7:157369258-157369269	Liver	0.715539314
chr13:107143550-107143648	Liver	0.715420466
chr11:2021979-2022173	Bladder	0.715221563
chr1:2145355-2145401	Liver	0.715187717
chr12:124907590-124907772	Thymus	0.715126997
chr5:123463719-123463764	Liver	0.715102196
chr5:158488658-158488678	Thymus	0.715099635
chr16:1583882-1584049	Brain	0.714929026
chr22:46484159-46484232	Thymus	0.714792522
chr3:128215714-128215742	Thymus	0.714370443
chr14:95331011-95331047	Brain	0.714087248
chr14:77492925-77493008	Thymus	0.713871182
chr20:19956309-19956402	Thymus	0.713774476
chr4:140657063-140657082	Stomach	0.713689037
chr17:72353085-72353465	Brain	0.713472935
chr8:143851286-143851358	Thymus	0.713422901
chr9:96902281-96902348	Liver	0.713279802
chr19:1155196-1155300	Thymus	0.712885425
chr2:10184556-10184590	Thymus	0.712699552
chr12:58131738-58132045	Thymus	0.712695082
chr1:41898133-41898167	Thymus	0.712578968
chr10:12490843-12490883	Brain	0.712570586
chr8:141110100-141110188	Liver	0.712068541
chr12:64482596-64482671	Thymus	0.711928391
chr1:31230302-31230471	Liver	0.711910167
chr22:46769960-46770040	Liver	0.711730223
chr8:49427437-49427744	Brain	0.711710068
chr21:46727069-46727105	Thymus	0.71147193
chr2:27531404-27531446	Thymus	0.711361621
chr6:80247153-80247465	Brain	0.711230785
chr17:3848319-3848331	Thymus	0.710966112
chr11:65374730-65374808	Thymus	0.710848391
chr7:128094709-128094760	Thymus	0.710807757
chr20:52355281-52355323	Thymus	0.710776228
chr8:56852620-56852636	Liver	0.710771871
chr7:27147634-27147661	Thymus	0.710567084
chr7:27148137-27148268	Thymus	0.710471233
chr20:10651407-10651505	Kidney	0.710424555
chr20:57417351-57417391	Liver	0.710394531
chr1:201465355-201465425	Thymus	0.710335091
chr4:1029514-1029562	Liver	0.710101527
chr16:27378929-27378960	Liver	0.710017006
chr9:90207517-90207625	Thymus	0.710004235
chr19:13135959-13136001	Liver	0.709934849
chr19:39203840-39203936	Thymus	0.70945939
chr6:42072175-42072259	Stomach	0.709345144
chr11:2813122-2813143	Kidney	0.709170876
chr2:173330367-173330386	Thymus	0.709120744
chr1:154820417-154820438	Liver	0.709087996
chr17:74685020-74685066	Thymus	0.708973742
chr17:55520674-55520694	Liver	0.708957312
chr11:66084017-66084054	Stomach	0.708786444
chr4:159092304-159092332	Pancreas	0.708700093
chr6:14805133-14805158	Thymus	0.708522543
chr10:81003557-81003603	Ovary	0.708410359
chr17:991283-991416	Thymus	0.70834062
chr1:236686577-236686597	Brain	0.708340552
chr2:74601704-74601733	Liver	0.708335893
chr6:108883078-108883119	Thymus	0.708321194
chr19:1873840-1873916	Spleen	0.708162565
chr8:61835775-61835794	Brain	0.708127477
chr10:26856196-26856278	Liver	0.708062828
chr15:86186010-86186093	Thymus	0.707942368
chr7:156798428-156798541	Stomach	0.707882519
chr10:10953468-10953591	Thymus	0.707853777
chr15:40583268-40583755	Thymus	0.707658107
chr11:47611542-47611683	Thymus	0.70764138
chr16:83171022-83171067	Vessel	0.707625917
chr2:207118270-207118293	Stomach	0.707585194
chr22:46469692-46470129	Thymus	0.707565601
chr17:65578886-65579016	Brain	0.707542539
chr19:8591294-8591417	Thymus	0.707330828
chr11:65414849-65414898	Thymus	0.707288204
chr1:27677900-27677941	Thymus	0.70715505
chr22:19711593-19711626	Brain	0.707149652
chr2:65527639-65527658	Liver	0.707129143
chr18:77218799-77218833	Thymus	0.707091902
chr2:192711138-192711295	Vessel	0.706931018
chr2:66673211-66673232	Liver	0.706929304
chr22:17680530-17680574	Thymus	0.706893178
chr20:39311813-39311864	Pancreas	0.706875614
chr12:125039261-125039300	Intestine	0.706859041
chr18:55914847-55914894	Liver	0.706752121
chr13:111659275-111659298	Liver	0.706614972
chr14:73712881-73712909	Ovary	0.706458073
chr3:119528983-119529218	Liver	0.706312279
chr7:27162147-27162170	Spleen	0.706208947
chr19:50861910-50861952	Lung	0.706192779
chr10:3511551-3511611	Thymus	0.706117908
chr9:138904160-138904186	Thymus	0.706116687
chr19:16181371-16181533	Liver	0.706022162
chr19:5308560-5308634	Thymus	0.705875079
chr1:68517425-68517453	Liver	0.705835573
chr7:47419675-47419713	Spleen	0.705772885
chr3:124761948-124761988	Thymus	0.705730629
chr10:3666156-3666213	Thymus	0.705650686
chr1:92946498-92946640	Thymus	0.705347347
chr3:190682949-190683011	Liver	0.70513301
chr8:129165431-129165452	Spleen	0.705102267
chr1:2122023-2122087	Thymus	0.704945054
chr3:129407539-129407547	Liver	0.70486876
chr7:27179244-27179261	Thymus	0.704590468
chr15:67460699-67460738	Thymus	0.704457809
chr8:120685354-120685575	Thymus	0.704400245
chr15:90543544-90543609	Thymus	0.704301872
chr19:2602562-2602718	Thymus	0.703799876
chr2:3633150-3633219	Liver	0.703621007
chr6:16146900-16146933	Thymus	0.703604817
chr11:63530922-63530935	Thymus	0.703496544
chr4:174443587-174443730	Brain	0.703471681
chr19:6271836-6271959	Thymus	0.703342819
chr1:235184078-235184128	Thymus	0.703335669
chr16:73267064-73267099	Thymus	0.703326707
chr7:92347455-92347719	Ovary	0.703304015
chr17:45786473-45786525	Liver	0.703215935
chr16:88600767-88600893	Liver	0.703140325
chr19:1071569-1071763	Thymus	0.702830998
chr16:54407989-54408027	Pancreas	0.702803652
chr12:105503469-105503492	Liver	0.702787593
chr16:87469317-87469346	Liver	0.702746531
chr20:8835356-8835410	Thymus	0.702716969
chr6:28863534-28863682	Brain	0.702651972
chr17:43506900-43506996	Thymus	0.702520054
chr8:103741779-103741878	Liver	0.702514493
chr22:36721345-36721446	Liver	0.702438296
chr20:61336165-61336205	Liver	0.7024178
chr22:39572333-39572455	Thymus	0.702365201
chr6:109760747-109760830	Thymus	0.702291459
chr16:4426383-4426462	Spleen	0.702276457
chr16:85253925-85254107	Thymus	0.702208398
chr19:13113875-13113896	Thymus	0.702149486
chr12:58013510-58013543	Vessel	0.702134546
chr12:25055234-25055271	Ovary	0.702040864
chr7:2757339-2757359	Pancreas	0.701953046
chr7:27183685-27183697	Thymus	0.701845454
chr20:31045325-31045368	Thymus	0.701802696
chr17:74696732-74696843	Thymus	0.701618105
chr20:49272008-49272060	Thymus	0.701517082
chr11:830673-830707	Pancreas	0.701495905
chr22:46473038-46473073	Thymus	0.701328441
chr18:56555027-56555111	Liver	0.701279775
chr20:40322989-40323000	Liver	0.701245712
chr16:55536738-55536822	Thymus	0.701176081
chr19:18411919-18412000	Thymus	0.701144104
chr17:79361693-79361715	Thymus	0.700939931
chr14:103726743-103726753	Thymus	0.700671539
chr17:80806032-80806099	Brain	0.70056206
chr2:97204346-97204368	Brain	0.700425177
chr11:47376872-47376984	Thymus	0.700319861
chr19:3405144-3405270	Thymus	0.700197362
chr10:48573260-48573301	Pancreas	0.700178931
chr6:41515921-41515937	muscle	0.699999944
chr6:90650925-90650963	Spleen	0.699892861
chr19:2546695-2546741	Thymus	0.699835098
chr2:9451797-9451832	Spleen	0.69978601
chr22:46474388-46474425	Stomach	0.699777338
chr7:27150395-27150505	Thymus	0.699709606
chr7:46643558-46643618	Brain	0.699641275
chr2:233253312-233253341	Spleen	0.6992791
chr19:45261281-45261367	Thymus	0.699235692
chr6:144328830-144328950	Liver	0.699201995
chr4:6107401-6107415	Liver	0.69881037
chr20:3653451-3653519	muscle	0.698789311
chr12:122430128-122430247	Liver	0.698746447
chr10:134444947-134445002	Thymus	0.698677526
chr19:40871656-40871677	Pancreas	0.698359476
chr12:118628071-118628226	Stomach	0.698127303
chr1:7634673-7634702	Spleen	0.69794354
chr14:93154446-93154457	Liver	0.697817748
chr11:95896251-95896341	Liver	0.697803794
chr17:79393651-79393727	Thymus	0.697784048
chr22:51158593-51158646	Liver	0.697712892
chr16:30907550-30907584	Thymus	0.697706962
chr5:150027513-150027558	Thymus	0.697705566
chr5:172287807-172288161	Thymus	0.69747244
chr19:17953098-17953170	Thymus	0.69740825
chr16:1583596-1583619	Liver	0.697391692
chr17:8374115-8374187	Thymus	0.697110545
chr10:111725476-111725505	Spleen	0.69698535
chr19:10736246-10736463	Thymus	0.696971268
chr2:20870210-20870229	Vessel	0.696943374
chr16:88868782-88868812	Liver	0.696854438
chr14:77492067-77492083	Spleen	0.696782925
chr7:2799474-2799497	Pancreas	0.696661629
chr19:2186184-2186214	Liver	0.696539531
chr1:92946787-92946887	Spleen	0.696435218
chr16:89461675-89461802	Thymus	0.696368946
chr17:3848059-3848097	Thymus	0.696267286
chr2:29237588-29237850	Brain	0.696222196
chr12:58130137-58130229	Spleen	0.696142564
chr1:55247328-55247392	Thymus	0.696086282
chr7:1577625-1577650	Thymus	0.696051294
chr19:2463192-2463222	Thymus	0.695912107
chr10:44460655-44460686	Brain	0.695885642
chr4:187124846-187124893	Brain	0.695748092
chr11:71724310-71724374	Liver	0.695662644
chr8:130995989-130996030	Thymus	0.695644733
chr1:26070165-26070199	Liver	0.695613838
chr10:88123645-88123660	Brain	0.695590479
chr12:3239374-3239430	Kidney	0.695432267
chr1:109935628-109935709	Thymus	0.695396608
chr19:48983606-48983719	Liver	0.69523853
chr18:52990652-52990724	Stomach	0.69516476
chr2:233253098-233253229	Thymus	0.695054173
chr9:136437909-136437928	Thymus	0.69485795
chr15:70354770-70354890	Thymus	0.694667443
chr7:151442350-151442370	Brain	0.69465016
chr13:24269852-24269875	Liver	0.694536031
chr17:3814755-3814784	Ovary	0.694514352
chr17:6797429-6797451	Spleen	0.69444879
chr5:16539578-16539597	Thymus	0.694426446
chr19:6475607-6475778	Thymus	0.694279246
chr11:2847667-2847694	Liver	0.694099116
chr18:77218732-77218753	Thymus	0.69404897
chr1:48217935-48217988	Thymus	0.693993394
chr10:31446775-31446812	Spleen	0.69391318
chr20:57463454-57463529	Liver	0.693646401
chr12:11760704-11760734	Thymus	0.693517948
chr19:15568789-15568811	Thymus	0.693388979
chr16:88769941-88770130	Stomach	0.69330061
chr20:47408454-47408472	Thymus	0.693133193
chr1:32219883-32219945	Lung	0.692994618
chr9:124505910-124506085	Thymus	0.692680015
chr6:170589696-170589746	Liver	0.692415938
chr14:69809830-69809862	Brain	0.692280883
chr22:43166059-43166140	Thymus	0.691840185
chr10:12648006-12648045	Vessel	0.691835493
chr3:130466868-130466878	Liver	0.691734464
chr17:79377602-79377652	Liver	0.691674446
chr7:156797101-156797115	Stomach	0.691654214
chr19:6475553-6475599	Thymus	0.691592712
chr18:20811462-20811622	Brain	0.69155738
chr10:63627214-63627270	Stomach	0.691504111
chr19:6274271-6274319	Thymus	0.691501582
chr9:124420726-124420750	Thymus	0.691433419
chr18:46456540-46456736	Spleen	0.69122019
chr15:99408603-99408699	Brain	0.691193719
chr16:67918650-67918698	Spleen	0.691058027
chr11:71724403-71724422	Thymus	0.690975426
chr16:85650340-85650373	Vessel	0.690942748
chr12:112074111-112074169	Thymus	0.690523633
chr2:71298865-71298937	Liver	0.690511
chr8:67454746-67454780	Thymus	0.690453936
chr4:3371769-3371964	Pancreas	0.690318045
chr7:391332-391393	Pancreas	0.690233207
chr4:16228646-16228662	Liver	0.690206353
chr3:13974400-13974454	Liver	0.690116786
chr1:2706563-2706600	Liver	0.690106768
chr16:1069361-1069382	Liver	0.690027293
chr10:131766630-131766778	muscle	0.689925581
chr11:85393998-85394068	Thymus	0.689739505
chr9:78871175-78871203	Stomach	0.689701454
chr19:1360935-1360959	Liver	0.689585994
chr1:245470552-245470590	Thymus	0.689149753
chr1:88150182-88150294	Thymus	0.689072571
chr8:144361364-144361392	Liver	0.688978127
chr18:19771831-19771879	Thymus	0.68897549
chr11:10765275-10765475	Liver	0.688917813
chr12:109226880-109227101	Thymus	0.688878452
chr21:45280558-45280595	Thymus	0.688579388
chr11:47611788-47611855	Thymus	0.688523729
chr11:114068800-114068986	Thymus	0.688509378
chr22:47082382-47082401	Thymus	0.688465541
chr17:77030522-77030554	Thymus	0.688302933
chr19:49842682-49842736	Thymus	0.68827221
chr17:74705629-74705775	Liver	0.687871313
chr21:42619604-42619638	Liver	0.68776587
chr20:57417412-57417536	Liver	0.687741897
chr9:137535015-137535068	Spleen	0.68769491
chr19:58861639-58861652	Bladder	0.687630832
chr19:33863225-33863416	Liver	0.687615427
chr3:58045374-58045469	Thymus	0.687559013
chr11:69264656-69264707	Liver	0.687310307
chr20:57425805-57425881	Liver	0.687223307
chr22:46477825-46477870	Liver	0.687131475
chr12:125106003-125106068	Liver	0.68692435
chr18:3624231-3624284	Spleen	0.686725201
chr1:36039603-36039624	Thymus	0.686515562
chr8:49494195-49494273	Liver	0.686439737
chr9:136728062-136728084	Liver	0.686226265
chr5:92909057-92909073	Ovary	0.686217643
chr12:122235106-122235302	Thymus	0.686152359
chr1:2979310-2979345	Thymus	0.68588219
chr22:28082636-28082656	Thymus	0.685660891
chr5:43039508-43039622	Ovary	0.685601445
chr22:33119790-33119849	Liver	0.685522166
chr1:2980113-2980178	Thymus	0.685326777
chr1:164545706-164545780	Liver	0.685203765
chr12:6335476-6335501	Thymus	0.684902704
chr17:3792029-3792081	Thymus	0.68487887
chr11:68122036-68122053	Spleen	0.68480401
chr16:50875080-50875260	Liver	0.684675959
chr1:235998713-235998772	Thymus	0.684361332
chr19:3576949-3577058	Thymus	0.684282967
chr18:19769893-19769944	Liver	0.684170997
chr17:1975105-1975161	Liver	0.684121482
chr8:141598926-141598961	Thymus	0.684074418
chr17:75125179-75125223	Thymus	0.683994535
chr7:6200136-6200168	Liver	0.683842783
chr21:40757602-40757639	Liver	0.683835306
chr1:16344517-16344570	Thymus	0.683652415
chr1:6336480-6336513	Thymus	0.683646943
chr9:92291268-92291310	Ovary	0.68350559
chr10:73740938-73740990	Liver	0.68331689
chr3:75502690-75502742	Thymus	0.682894288
chr9:116225985-116226131	Thymus	0.682625389
chr19:18160300-18160351	Thymus	0.682237638
chr19:36642760-36642984	Liver	0.682075507
chr10:126712061-126712089	Thymus	0.682011697
chr16:2079465-2079494	Thymus	0.68191163
chr9:129895706-129895737	Liver	0.681899953
chr17:46628659-46628685	Thymus	0.681839787
chr12:110662631-110662677	Spleen	0.681760401
chr18:20051933-20051961	Thymus	0.68173316
chr4:160149173-160149405	Thymus	0.681610396
chr19:49238755-49238786	Thymus	0.68155518
chr17:2141840-2141913	Thymus	0.681555146
chr19:41120240-41120303	Vessel	0.681519767
chr1:185373463-185373496	Lung	0.68151378
chr5:139035416-139035498	Thymus	0.68148267
chr19:3178800-3178839	Liver	0.681389185
chr22:45125782-45125834	Stomach	0.681371829
chr7:27150219-27150328	Thymus	0.681361501
chr4:187125347-187125418	Brain	0.681258743
chr12:96628036-96628176	Thymus	0.681197767
chr4:1188384-1188459	Stomach	0.681192346
chr20:48995622-48995664	Brain	0.681124933
chr9:136783436-136783490	Ovary	0.681040432
chr19:1152404-1152540	Liver	0.680996164
chr1:45082890-45082936	Thymus	0.680981931
chr9:100850270-100850322	Thymus	0.680911337
chr4:94755615-94755788	Intestine	0.680825431
chr14:93154387-93154426	Liver	0.680772703
chr6:157041297-157041376	Brain	0.680746041
chr3:195634084-195634144	Kidney	0.680715477
chr12:57869148-57869420	Thymus	0.680709813
chr11:69527165-69527226	Liver	0.680701274
chr2:233253046-233253067	Thymus	0.680674637
chr19:8316150-8316188	Thymus	0.680624076
chr10:131766838-131766862	muscle	0.680586236
chr1:65467078-65467118	Pancreas	0.680564452
chr1:2145636-2145687	Thymus	0.680523666
chr19:15485665-15485696	Thymus	0.680449406
chr9:14345555-14345593	Vessel	0.680448165
chr8:1895317-1895343	Thymus	0.680387427
chr16:67682238-67682317	Brain	0.680361172
chr6:157519988-157520019	Thymus	0.680226662
chr12:51613779-51613857	Liver	0.680173482
chr6:160852318-160852330	Liver	0.680112862
chr15:90543445-90543481	Liver	0.680065229
chr1:110420005-110420189	Thymus	0.679987411
chr19:17953186-17953363	Spleen	0.67990273
chr12:106541907-106541925	Spleen	0.679878824
chr16:70749491-70749563	Thymus	0.679840191
chr17:43483074-43483224	Thymus	0.679833741
chr14:70038620-70038747	Brain	0.679790717
chr16:18802109-18802125	Thymus	0.679722638
chr19:39154668-39154690	Thymus	0.679608756
chr2:97439835-97439866	Brain	0.679528111
chr20:25013486-25013522	Liver	0.679501358
chr6:34985272-34985391	Thymus	0.679442369
chr10:13760433-13760530	Kidney	0.679385861
chr6:169852574-169852609	Spleen	0.679299401
chr1:1957139-1957175	Liver	0.679240385
chr1:36026550-36026627	Spleen	0.679231444
chr16:16165563-16165584	Liver	0.67911163
chr12:52541288-52541330	Thymus	0.678395492
chr14:35805769-35805828	Thymus	0.678280427
chr19:16478346-16478431	Liver	0.678167166
chr6:36660820-36660894	Stomach	0.678149511
chr11:125327901-125327965	Thymus	0.678140093
chr19:49841967-49842036	Thymus	0.67812822
chr10:3823803-3823819	Liver	0.678087004
chr7:155595896-155595952	Stomach	0.678050143
chr2:10471391-10471473	Liver	0.678009392
chr11:34168199-34168233	Brain	0.67780586
chr4:184643109-184643121	Liver	0.677790896
chr20:55970801-55970913	Spleen	0.677671447
chr22:45125702-45125746	Liver	0.677529899
chr16:85196182-85196265	Thymus	0.677482144
chr10:134277818-134277888	Spleen	0.676909461
chr3:11610278-11610317	Liver	0.676889722
chr11:65246358-65246447	Thymus	0.676889659
chr9:14349737-14349834	muscle	0.676790848
chr16:1069409-1069418	Thymus	0.676746186
chr14:76446488-76446557	Thymus	0.676624263
chr6:117869097-117869148	Pancreas	0.676555927
chr6:76559529-76559598	Liver	0.676441194
chr10:531014-531050	Stomach	0.676418032
chr21:40033295-40033414	Brain	0.676374053
chr10:81161634-81161671	Liver	0.676329897
chr11:70508328-70508382	Stomach	0.676291353
chr11:2402239-2402257	Thymus	0.676248033
chr8:103742122-103742180	Thymus	0.676244991
chr4:3043722-3043810	Liver	0.676224595
chr19:6744852-6744978	Thymus	0.676199522
chr18:19756867-19756896	Liver	0.676123201
chr20:49032136-49032293	Thymus	0.676109789
chr19:935253-935360	Brain	0.675904414
chr1:42204697-42204825	Pancreas	0.675857637
chr19:3408071-3408117	Thymus	0.675785848
chr7:633049-633100	Pancreas	0.675255687
chr22:46481065-46481176	Thymus	0.675090635
chr17:65525136-65525231	Thymus	0.675012895
chr20:49015841-49015869	Thymus	0.67490466
chr16:69874061-69874174	Thymus	0.674901664
chr12:50319260-50319338	Liver	0.674863437
chr16:11227258-11227442	Thymus	0.674585646
chr1:3269179-3269216	Liver	0.674535391
chr2:54087172-54087342	Spleen	0.674275157
chr7:27164059-27164147	Spleen	0.67425656
chr21:46840242-46840297	Liver	0.674079138
chr17:76719590-76719655	Thymus	0.673990712
