	6-P-1	6-P-10	6-P-11	6-P-12	6-P-13	6-P-14	6-P-15	6-P-16	6-P-17	6-P-18	6-P-19	6-P-2	6-P-20	6-P-21	6-P-22	6-P-23	6-P-24	6-P-25	6-P-26	6-P-27	6-P-28	6-P-29	6-P-3	6-P-30	6-P-4	6-P-5	6-P-6	6-P-7	6-P-8	6-P-9	6-T-1	6-T-2	6-T-3	6-T-4	6-T-5	NC-P-1	NC-P-12	NC-P-13	NC-P-14	NC-P-15	NC-P-16	NC-P-17	NC-P-18	NC-P-19	NC-P-2	NC-P-20	NC-P-21	NC-P-22	NC-P-23	NC-P-24	NC-P-25	NC-P-26	NC-P-27	NC-P-29	NC-P-3	NC-P-30	NC-P-5	NC-P-6	NC-P-7	NC-P-8	NC-P-9	N37-Colon	STL001SG-01	STL003SG-01
chr5:3595136-3595146	NA	0.025	1	0.5	0.666666666666667	0.666666666666667	NA	0.5	0.5	1	0.5	NA	0.025	NA	0.5125	NA	NA	0.5	NA	NA	NA	0.5	NA	NA	NA	NA	NA	NA	NA	NA	0.675	NA	NA	0.341666666666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00625	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0573626373626374
chr3:133969982-133969996	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0043859649122807
chr7:156798241-156798341	NA	NA	NA	NA	0.369000627891183	0.629076271240762	NA	0.721972098480266	0.841255411255411	NA	0.170989010989011	0.00222222222222222	NA	0.255661375661376	NA	NA	NA	NA	NA	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.00833333333333333	NA	0.00666666666666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00952380952380952	NA	NA	NA	NA	NA	NA
chr3:132757609-132757740	NA	NA	0.119444444444444	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	1	1	NA	NA	0.0457142857142857	NA	NA	0.166666666666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0142857142857143	NA	NA	NA	NA	0.0555555555555556	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0327593312557733
chr13:25321757-25321785	NA	NA	NA	1	NA	NA	NA	0.5	0.5	1	NA	NA	NA	NA	NA	1	NA	1	NA	0.793650793650794	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.614718614718615	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0111111111111111	NA	NA	NA	NA	NA	NA	NA	0.00555555555555556
chr8:8821018-8821061	NA	NA	NA	0.0238095238095238	NA	NA	NA	NA	0.0555555555555556	NA	1	NA	NA	1	NA	1	NA	NA	1	NA	NA	NA	NA	NA	0.277777777777778	NA	NA	NA	NA	NA	NA	NA	NA	0.0277777777777778	1	NA	NA	NA	NA	0.0555555555555556	NA	NA	NA	NA	0.0555555555555556	NA	NA	NA	NA	NA	0.0555555555555556	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.129155435759209	0.0138888888888889
chr5:63257742-63257754	NA	0.037037037037037	NA	NA	NA	1	NA	1	NA	1	NA	NA	0.822222222222222	1	1	NA	NA	1	0.5	NA	1	1	NA	NA	NA	NA	NA	0.0555555555555556	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0416666666666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0104166666666667
chr19:30018006-30018050	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.445833333333333	NA	NA	NA	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.327777777777778	1	0.5	NA	NA	NA	NA	NA	0.0277777777777778	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr2:5836838-5836851	NA	NA	0.166666666666667	0.5	0.5	NA	NA	0.5	0.944444444444445	0.5	NA	NA	0.333333333333333	0.333333333333333	0.142857142857143	0.0666666666666667	1	0.5	0.25	0.333333333333333	0.5	0.5	NA	0.333333333333333	NA	NA	NA	NA	NA	NA	0.352941176470588	0.5	0.5	0.909090909090909	0.666666666666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0622222222222222
chr17:73256865-73256969	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.166666666666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0948717948717949	0.0277777777777778
chr14:21150695-21150795	NA	NA	NA	NA	0.327922077922078	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	1	0.00833333333333333	NA	NA	0.958333333333333	0.488095238095238	NA	NA	1	NA	NA	NA	NA	NA	NA	1	NA	0.0277777777777778	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00320512820512821	NA
chr7:8480540-8480701	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1	NA	NA	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0138888888888889	NA	NA
chr7:151106766-151106784	NA	NA	NA	0.5	0.0133333333333333	1	NA	1	NA	NA	NA	NA	NA	1	NA	NA	1	0.5	NA	1	NA	0.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0133333333333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1:179712640-179712680	NA	NA	0.666666666666667	0.333333333333333	NA	0.333333333333333	NA	0.144544344544345	0.5	NA	0.333333333333333	NA	NA	0.666666666666667	0.666666666666667	0.216507936507937	1	NA	0.00952380952380952	NA	NA	0.524497071555895	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.666666666666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000823045267489712	NA
chr12:85306591-85306595	NA	NA	NA	NA	1	NA	NA	1	1	0.5	NA	NA	0.685185185185185	NA	1	1	1	NA	NA	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	1	NA	0.425925925925926	1	0.0277777777777778	NA	NA	NA	0.0555555555555556	NA	NA	NA	0.0277777777777778	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr13:53313095-53313101	NA	NA	NA	1	NA	NA	NA	NA	NA	0.333333333333333	NA	NA	NA	1	NA	1	0.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0555555555555556	NA	NA	NA	NA	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00308641975308642	0.117974870657797
chr19:3721497-3721524	NA	NA	1	1	1	NA	NA	NA	NA	NA	NA	0.00625	0.5	NA	1	1	NA	0.025	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	0.00625	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1:20879936-20879978	NA	NA	NA	NA	NA	NA	NA	1	0.355555555555556	NA	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00289855072463768	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00392156862745098	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00205128205128205	NA
chr5:178368238-178368260	NA	NA	NA	1	1	1	NA	0.358333333333333	0.025	NA	NA	NA	NA	0.5	0.025	NA	0.5	NA	NA	1	NA	0.5	NA	1	NA	NA	0.0125	NA	NA	NA	1	NA	0.0583333333333333	0.6	NA	0.00833333333333333	NA	NA	NA	NA	NA	0.025	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0236542443064182
chr2:115419530-115419538	NA	NA	0.158730158730159	0.5	NA	1	NA	1	1	NA	NA	NA	NA	NA	0.138888888888889	0.166666666666667	1	NA	0.0555555555555556	1	1	1	0.0208333333333333	1	0.166666666666667	0.177777777777778	NA	NA	NA	0.138888888888889	0.277777777777778	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0454545454545454	NA	0.0603505291005291
chr6:15404226-15404328	NA	NA	0.5	1	0.333333333333333	NA	NA	NA	0.888888888888889	0.130952380952381	1	NA	NA	0.5	0.5	NA	NA	NA	NA	NA	NA	0.555555555555555	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.025	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.166666666666667	NA	NA
chr1:120905027-120905108	NA	NA	NA	NA	NA	NA	0.784615384615385	0.888888888888889	NA	0.79	1	NA	NA	0.916666666666667	NA	NA	1	1	NA	0.252698412698413	NA	0.404761904761905	NA	0.00555555555555555	NA	NA	NA	NA	NA	0.0276190476190476	NA	NA	0.990476190476191	NA	NA	NA	0.00559264634736333	NA	0.00444444444444444	0.102014245014245	0.0432282528834253	0.0893333333333333	0.0019047619047619	NA	NA	NA	0.0138888888888889	NA	0.00148148148148148	0.0101532567049808	NA	0.01	0.0594833488951136	0.0032520325203252	NA	0.0214615384615385	NA	NA	NA	NA	NA	NA	0.00896321831484887	NA
chr10:118897188-118897228	NA	NA	0.211111111111111	0.108333333333333	NA	0.138888888888889	NA	0.108333333333333	0.177777777777778	NA	NA	NA	NA	0.261904761904762	NA	0.177777777777778	0.108333333333333	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00641025641025641	NA
chr3:134369729-134369734	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0208333333333333	NA	NA	0.0239735859890899
chr17:59481977-59481999	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	1	NA	NA	NA	NA	NA	NA	NA	0.0125	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0833333333333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.025	NA	0.017723396366333	0.0287716323825155
chr1:21766355-21766443	NA	NA	NA	0.960952380952381	0.725358628299805	NA	1	NA	0.408528138528139	NA	NA	NA	NA	NA	0.994871794871795	0.526666666666667	NA	0.00666666666666667	NA	0.991666666666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00666666666666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00444444444444444	NA	NA	NA	0.00114942528735632	NA
chr4:142053796-142053808	NA	NA	NA	NA	0.445833333333333	NA	NA	NA	1	NA	NA	NA	NA	1	NA	0.0833333333333333	NA	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.177777777777778	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00379746835443038	NA
chr6:84418260-84418293	NA	NA	NA	0.257309941520468	0.777142857142857	NA	NA	1	NA	NA	NA	NA	NA	0.675714285714286	0.777142857142857	NA	NA	NA	NA	NA	0.675714285714286	0.777142857142857	NA	1	NA	NA	NA	NA	NA	0.01	0.666666666666667	NA	NA	0.666666666666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0685714285714286	NA	NA	NA	NA	NA	NA
chr10:119494238-119494316	NA	NA	1	NA	NA	0.5	0.194444444444444	1	NA	0.111111111111111	NA	NA	1	1	NA	NA	NA	NA	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.958333333333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0225468975468975	NA
chr8:53853279-53853297	NA	NA	NA	NA	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.822222222222222	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00497512437810945	NA
chr8:101118166-101118179	NA	0.0333333333333333	NA	NA	1	NA	NA	NA	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.5	NA	NA	NA	NA	0.0779220779220779	NA	NA	NA	NA	NA	0.891666666666667	NA	0.333333333333333	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0175983436853002	0.032695374800638
chr4:76949562-76949682	NA	NA	1	NA	NA	0.166666666666667	1	1	0.0666666666666667	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	0.0833333333333333	1	0.2	NA	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0261195872216462	NA
chr1:153508810-153508952	NA	NA	0.245581869111281	NA	0.983068783068783	NA	0.956666666666667	0.603915343915344	0.21	1	NA	0.00317460317460317	NA	0.692243867243867	1	1	NA	0.393054353054353	0.13	0.521272518820803	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.00740740740740741	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00952380952380952	0.00740740740740741	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00277777777777778	NA
chr2:119068192-119068268	NA	0.166666666666667	0.841269841269841	0.75	0.111111111111111	1	1	NA	0.182539682539683	0.9	0.166666666666667	0.037037037037037	0.111111111111111	0.855	0.533333333333333	0.457407407407407	NA	0.896296296296296	NA	NA	NA	0.833333333333333	NA	0.0833333333333333	NA	NA	NA	NA	NA	NA	NA	NA	0.0208333333333333	1	NA	NA	NA	NA	NA	NA	NA	0.0666666666666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0208333333333333	NA	0.00282485875706215
chr2:65610227-65610260	0.0833333333333333	0.0476190476190476	0.5	0.5	0.5	1	0.0833333333333333	0.533333333333333	0.157407407407407	0.916666666666667	0.111111111111111	0.0833333333333333	0.5	0.5	0.154761904761905	0.157407407407407	0.216666666666667	0.652777777777778	1	0.466666666666667	1	0.306060606060606	0.0555555555555556	0.888888888888889	NA	0.111111111111111	NA	0.111111111111111	NA	0.533333333333333	NA	0.533333333333333	NA	NA	NA	0.111111111111111	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.111111111111111	NA	NA	0.111111111111111	0.0833333333333333	0.0833333333333333	NA	NA	NA	NA
chr17:74865077-74865091	NA	NA	NA	1	NA	NA	NA	0.5	1	NA	NA	NA	NA	0.666666666666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00833333333333333	0.0125	NA	NA	NA	NA	NA	0.00625	1	NA	NA	0.00833333333333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0125	NA	0.0125	NA	NA	NA	NA	NA	NA	NA	NA	0.00247933884297521	0.00123456790123457
chr6:117592185-117592216	NA	NA	NA	1	NA	NA	0.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.527777777777778	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.0277777777777778	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr11:17742142-17742165	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0040650406504065	0.0638095238095238
chr11:133995045-133995064	0.0142857142857143	NA	1	NA	1	NA	NA	1	NA	NA	NA	NA	NA	0.822222222222222	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0555555555555556	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00169491525423729	NA
chr20:61638148-61638159	NA	NA	0.527777777777778	0.822222222222222	0.822222222222222	0.738095238095238	0.958333333333333	0.331349206349206	0.822222222222222	0.888888888888889	NA	NA	NA	0.438888888888889	0.822222222222222	0.511904761904762	0.898989898989899	0.958333333333333	0.59375	NA	NA	0.933333333333333	NA	0.822222222222222	NA	NA	NA	NA	NA	NA	0.669875222816399	NA	NA	0.455555555555556	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0185185185185185	NA	NA	0.0555555555555556	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr2:219827596-219827659	0.0555555555555556	NA	NA	0.966666666666667	NA	1	NA	NA	0.0555555555555556	NA	0.177777777777778	NA	0.0555555555555556	NA	0.488095238095238	NA	0.108225108225108	NA	1	NA	NA	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.0416666666666667	1	NA	NA	0.0666666666666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0161290322580645
chr19:45954792-45954898	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.166666666666667	NA	NA	NA	0.166666666666667	0.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0277777777777778	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr13:79176020-79176031	NA	0.0119047619047619	NA	1	0.527777777777778	NA	1	1	NA	0.333333333333333	NA	NA	NA	NA	NA	1	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.792124542124542	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0158730158730159	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0118760064412238	0.0185864514551235
chr17:32906275-32906478	NA	NA	NA	0.834496229852289	NA	NA	0.877431457431457	0.745634920634921	1	0.932358158824171	1	0.0137971014492754	0.0838095238095238	1	NA	NA	NA	NA	NA	NA	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.561284271284271	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0102564102564103	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00166666666666667	NA	0.00289855072463768	NA	NA	NA	NA	0.00409683426443203	0.00124610591900312
chr10:17271625-17271680	NA	NA	NA	NA	0.5	1	NA	0.222857142857143	0.222857142857143	NA	NA	NA	NA	NA	0.222857142857143	0.172142857142857	0.222857142857143	1	NA	0.568636363636364	0.0833333333333333	NA	NA	1	NA	NA	0.0125	NA	NA	NA	NA	NA	NA	0.616541353383459	NA	NA	NA	NA	NA	NA	0.00666666666666667	NA	NA	0.025	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0019047619047619	NA
chr11:60775302-60775345	NA	NA	NA	NA	NA	0.716350316350316	NA	NA	0.0133333333333333	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.14047619047619	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	0.00833333333333333	NA	NA	NA	0.00416666666666667	0.00833333333333333	NA	NA	0.5	NA	NA	0.00833333333333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00833333333333333	NA	NA	NA	NA	0.0354772211915069	0.0136361416361416
chr20:825558-825569	NA	NA	NA	0.822222222222222	1	1	NA	0.822222222222222	0.891666666666667	NA	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.527777777777778	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0666666666666667	NA	NA	NA	NA	0.00248756218905473	NA
chr12:32908770-32908821	NA	NA	0.990476190476191	NA	NA	1	NA	1	0.888888888888889	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.961111111111111	0.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00121212121212121	NA
chr5:71404246-71404323	NA	NA	NA	0.5	NA	NA	1	1	NA	1	NA	NA	NA	1	NA	1	1	NA	NA	NA	1	NA	NA	NA	0.00833333333333333	NA	NA	NA	NA	NA	NA	1	NA	0.358333333333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0156146179401993
chr6:43613038-43613045	NA	NA	0.0277777777777778	NA	NA	1	0.5	0.555555555555556	NA	0.666666666666667	NA	NA	0.75	0.0277777777777778	NA	0.685185185185185	NA	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.647307924984876	NA	0.35952380952381	1	NA	NA	0.0138888888888889	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0185185185185185	NA	NA	0.0277777777777778	NA	NA
chr7:28449561-28449613	NA	NA	1	0.0338624338624339	NA	NA	1	0.333333333333333	0.333333333333333	NA	1	NA	1	1	NA	0.363790425261014	NA	1	NA	1	0.888888888888889	NA	NA	NA	0.00666666666666667	NA	NA	NA	NA	NA	0.0966666666666667	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.00238095238095238	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00740740740740741	NA	NA
chr4:44450035-44450068	NA	NA	0.230576441102757	NA	0.666666666666667	NA	1	NA	NA	1	NA	NA	NA	NA	1	NA	NA	0.5	NA	1	1	NA	0.025	NA	NA	NA	NA	NA	NA	0.333333333333333	1	NA	0.135	0.666666666666667	NA	NA	NA	NA	NA	NA	NA	0.0375	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0145781021134128	NA
chr11:44331264-44331330	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.0037037037037037	0.537750546666955	1	NA	1	1	1	NA	NA	0.111111111111111	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.00272108843537415	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00833333333333333	NA	NA	NA	NA	0.00173913043478261	0.0153246753246753
chr3:40358649-40358708	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.111111111111111	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0151515151515152
chr10:115439556-115439598	NA	NA	0.393054353054353	NA	NA	0.0111111111111111	NA	NA	NA	0.393054353054353	NA	NA	NA	0.396084656084656	0.566932234432234	0.245581869111281	0.393054353054353	1	NA	NA	NA	NA	NA	0.0166666666666667	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00555555555555555	NA	NA	NA	NA	NA	NA	NA	NA
chr3:37494204-37494225	NA	NA	1	0.5125	NA	NA	NA	1	1	NA	NA	NA	NA	1	NA	1	1	NA	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0127619047619048
